mV, mH, stdV, stdH, varV, varH, mdV, mdH, zcrV, zcrH, rmsV,             corrV1, corrV2, corrV3, corrV4, corrV5, corrV6, corrV7, corrV8, corrV9, corrV10, corrV11, corrV12,             corrH1, corrH2, corrH3, corrH4, corrH5, corrH6, corrH7, corrH8, corrH9, corrH10, corrH11, corrH12,             ps1, ps2, ps3, ps4, ps5, ps6, ps7, ps8, ps9, ps10, ps11, ps12,             sEntropyV, sEntropyH, CfV, CfH, SfV, SfH, WfV, WfH, KfV, KfH, CtV, CtH, StV, StH, WtV, WtH, KtV, KtH, class
-0.180803,0.994384,0.053384,-0.646830,-0.006796,-0.699158,-0.018856,-0.433371,1.849001,-1.083333,-0.012168,-0.415286,-0.662720,-0.862698,-0.949207,-1.010982,-0.970445,0.023704,0.743847,1.060733,1.125937,0.795358,0.331195,-0.034300,0.574225,0.574022,0.489114,0.273155,-0.237692,-0.355872,-0.140835,0.006796,0.026167,-0.017559,0.056209,0.236987,0.301062,-0.278927,-0.892077,-0.274990,-0.658084,-0.639050,0.758687,2.067145,1.703343,0.038686,-0.355785,-0.654931,0.134963,-0.654190,0.080434,-0.858861,-0.044312,0.076494,0.976997,0.046318,-0.624796,-1.429011,-1.432586,-1.418954,-1.417939,-2.499495,-2.375307,2.512524,2.374061,Walk
-0.475450,1.436204,0.660229,1.219158,0.679720,1.282646,0.922350,1.484024,1.016950,-1.083333,0.546952,1.376894,0.017703,-0.139983,-0.333778,-0.537761,-0.591981,0.175700,0.710073,0.895667,0.725472,0.026976,-0.644212,-0.726758,0.330790,-0.211512,-0.341795,0.011148,1.372574,1.955373,1.905487,1.861525,1.739242,0.830164,-0.610396,-1.361329,-0.895624,-0.909636,-0.247935,0.882810,1.823841,1.773865,-0.487217,-0.763084,-0.738855,-0.601321,-0.906643,0.621477,-1.152471,-0.267534,0.308518,-0.367155,0.367967,-0.917230,0.458405,0.442892,-0.548702,-1.111003,-1.050173,-1.055821,-1.109213,-0.329569,-0.816739,0.312391,0.831209,Walk
1.024239,0.594090,0.327258,1.134807,0.296404,1.174809,0.358968,0.966590,-0.647150,0.416667,0.451635,1.075781,2.375182,2.270831,1.938846,1.300818,-0.015467,-1.797607,-1.910344,-1.975228,-1.736018,-0.431966,1.322839,2.246569,-1.324409,-1.221259,-1.206511,-1.642509,-1.969624,-0.532120,0.614803,1.308077,1.690213,1.504435,0.609170,-0.275128,-0.832137,-0.845902,-0.522645,-0.356608,-0.393864,-0.619211,-0.299436,-0.620165,-0.810884,-0.849768,-0.201257,0.783563,0.756676,2.199082,-1.700831,0.326117,0.412153,-0.506340,-0.377595,0.537914,0.477863,-0.743487,-0.796362,-0.793380,-0.746899,-0.226318,0.040909,0.193431,-0.071794,Walk
0.467312,-1.010790,-0.634201,-0.795386,-0.719944,-0.820589,-0.816824,-0.762470,0.184900,0.416667,-0.572116,-0.861121,-0.521654,-0.652037,-0.644248,-0.530483,-0.256429,0.270410,0.380133,0.315814,0.077098,-0.315268,-0.559245,-0.546309,0.835571,0.802956,0.791908,0.854060,0.367239,-0.479345,-0.761472,-0.826390,-0.655740,-0.095099,0.437695,0.594332,0.240585,1.362791,1.734689,-0.920177,-0.580484,1.575513,2.368283,0.205431,0.075595,0.154753,2.245751,0.134770,0.229819,-0.883731,1.459997,1.879535,1.613254,-0.468461,-1.233567,1.078722,1.736269,-0.380259,-0.350177,-0.362293,-0.391338,0.433560,0.434757,-0.427284,-0.434408,Walk
-1.049993,-0.488906,-2.260484,-1.520745,-2.133096,-1.336519,-2.001039,-1.373364,-1.479201,1.916667,-2.324342,-1.566645,-0.865069,-0.723589,-0.421280,0.062358,1.031576,1.564666,0.814167,0.140567,-0.711076,-1.526561,-1.667723,-1.003404,-1.169500,-0.209134,0.280038,0.703483,1.002790,0.387810,-0.126152,-0.460112,-0.615957,-0.397273,0.124235,0.563632,-0.985067,-0.895107,-0.046543,-0.981095,-0.975318,-0.629822,-0.755809,-0.766383,-0.913416,-0.616264,0.643485,-0.968702,0.980097,0.636247,-0.376502,-0.836647,-1.037524,-0.640467,1.427923,-0.222113,-1.354513,-0.019241,-0.073593,-0.076695,-0.022104,0.374335,0.408975,-0.376059,-0.412930,Walk
-0.202410,0.441552,-0.093373,0.025516,-0.164780,-0.082547,-0.068437,-0.220376,-0.647150,-0.333333,-0.156252,0.019271,0.228804,-0.138308,-0.360360,-0.281492,0.392226,1.151354,0.862819,0.546612,0.399651,0.604540,0.888723,0.844785,1.115351,0.691981,0.294743,-0.182264,-0.973984,-1.013944,-0.791069,-0.680648,-0.759155,-0.888369,-0.576716,-0.027092,-0.915317,-1.133124,0.634916,2.098333,1.402967,0.321346,-0.464512,-0.676877,-0.280253,-0.302610,-0.186046,0.770361,-0.384151,-0.104812,0.571752,0.207074,0.203539,-0.536198,-0.630375,0.268756,0.355947,0.413432,0.456860,0.452278,0.409488,0.543764,0.542376,-0.535181,-0.535672,Walk
1.416654,0.455126,0.217271,0.126697,0.173329,0.019752,0.073345,-0.171019,0.184900,0.416667,0.442517,0.115446,-0.469323,-0.350270,-0.390023,-0.665734,-1.234381,-0.866512,0.050988,0.648182,0.821536,0.499539,-0.006113,-0.624229,0.893265,0.855089,0.826872,0.854486,0.277096,-0.811090,-1.262155,-1.085952,-0.374245,0.880203,1.427702,1.107525,1.938816,0.896939,-0.942668,-0.836240,-0.398305,-0.709865,-0.402444,0.372025,0.326572,0.996997,-0.798066,-0.441506,0.199255,-0.593363,-0.507001,-1.203945,-1.083715,1.566452,1.032683,-1.201847,-0.953611,0.693212,0.635360,0.634208,0.691790,0.538358,0.574410,-0.531923,-0.571153,Walk
0.688481,-1.227054,0.423412,-0.704653,0.405440,-0.747060,0.021384,-0.745062,0.184900,0.416667,0.474039,-0.747417,-0.608516,-0.338875,-0.336793,-0.352763,-0.306101,-0.220100,-0.393045,-0.802030,-1.245492,-1.253712,-0.777592,-0.115291,0.047285,0.665423,0.859131,0.760035,0.105166,-0.393955,-0.426105,-0.435023,-0.383915,0.004582,0.607292,0.952537,0.317785,0.960590,1.265115,0.069427,-0.678647,-0.542911,0.016835,0.961976,1.473611,2.127597,0.405572,-1.671050,1.132561,-0.894078,1.114976,1.109456,0.947251,-0.407201,-0.440151,0.996216,1.080007,1.121465,1.128702,1.130707,1.124142,0.587081,0.595453,-0.577914,-0.589923,Walk
-1.688030,-1.194605,1.306503,1.161435,1.469722,1.208664,1.529110,1.255048,-0.647150,-1.083333,1.149735,1.003075,0.505592,0.934930,1.496842,2.016040,1.951004,-0.301615,-1.258637,-0.830316,0.542892,1.601094,1.112127,-0.041062,-1.302578,-1.947565,-1.993499,-1.631594,0.056435,1.243142,0.987500,0.311726,-0.666612,-1.821084,-2.075191,-1.791464,0.829897,0.842375,-0.982853,0.318539,0.457895,-0.529865,-0.734387,-0.780067,-0.835713,-0.948070,-0.847012,1.426017,-1.896750,0.562379,-0.951343,-0.255574,-1.378612,1.832952,-1.214319,-1.946859,-0.168463,1.454891,1.481968,1.489949,1.462072,0.578285,0.595165,-0.569985,-0.589391,Walk
