x,y,z,timestamp,label
0.6985015869140625,0.020233154296875,0.67822265625,1432990450879.92,Drive
0.7219390869140625,0.018646240234375,0.6699371337890625,1432990451311.439,Drive
0.7313690185546875,0.017730712890625,0.693603515625,1432990451431.077,Drive
0.704071044921875,0.015594482421875,0.70672607421875,1432990451536.776,Drive
0.7178955078125,0.0235748291015625,0.6756744384765625,1432990451636.072,Drive
0.724365234375,-0.0006256103515625,0.6602630615234375,1432990451725.776,Drive
0.6968536376953125,0.0171661376953125,0.6586151123046875,1432990451838.417,Drive
0.723724365234375,0.011199951171875,0.6934661865234375,1432990451949.499,Drive
0.7165069580078125,0.0071563720703125,0.6551666259765625,1432990452048.162,Drive
0.730438232421875,0.0158233642578125,0.694580078125,1432990452147.702,Drive
0.7190093994140625,0.0243988037109375,0.6639404296875,1432990452247.974,Drive
0.7275543212890625,0.0196380615234375,0.686676025390625,1432990452348.394,Drive
0.720947265625,0.013031005859375,0.680694580078125,1432990452449.081,Drive
0.707305908203125,0.009613037109375,0.689208984375,1432990452549.095,Drive
0.7099609375,0.022003173828125,0.6921539306640625,1432990452660.386,Drive
0.7289886474609375,0.0051116943359375,0.6710968017578125,1432990452760.398,Drive
0.723541259765625,0.021697998046875,0.69244384765625,1432990452858.4,Drive
0.7111663818359375,0.030242919921875,0.6588592529296875,1432990452956.947,Drive
0.73773193359375,0.0011444091796875,0.67718505859375,1432990453066.485,Drive
0.69683837890625,0.0228424072265625,0.650787353515625,1432990453174.804,Drive
0.7317962646484375,0.017364501953125,0.65936279296875,1432990453274.902,Drive
0.7556610107421875,0.0068206787109375,0.7108154296875,1432990453371.84,Drive
0.7460784912109375,0.0031585693359375,0.7067108154296875,1432990453482.974,Drive
0.7386322021484375,0.0011749267578125,0.681121826171875,1432990453583.145,Drive
0.70751953125,0.0150909423828125,0.6637420654296875,1432990453693.375,Drive
0.736480712890625,0.011749267578125,0.6829833984375,1432990453792.287,Drive
0.7276153564453125,0.021453857421875,0.6778564453125,1432990453892.085,Drive
0.71710205078125,0.004608154296875,0.6894378662109375,1432990454017.968,Drive
0.725830078125,0.0138397216796875,0.6768646240234375,1432990454140.045,Drive
0.71539306640625,0.0063323974609375,0.666900634765625,1432990454235,Drive
0.716705322265625,0.0190582275390625,0.70013427734375,1432990454334.622,Drive
0.6968536376953125,0.0162353515625,0.65960693359375,1432990454444.16,Drive
0.725616455078125,0.0111846923828125,0.697418212890625,1432990454543.997,Drive
0.7383575439453125,0.0221099853515625,0.671234130859375,1432990454642.464,Drive
0.71673583984375,0.0322113037109375,0.676605224609375,1432990454752.009,Drive
0.7300262451171875,-0.00250244140625,0.676055908203125,1432990454863.152,Drive
0.72747802734375,0.0187530517578125,0.6945037841796875,1432990454964.216,Drive
0.715850830078125,0.021820068359375,0.6864013671875,1432990455062.413,Drive
0.7159576416015625,0.01513671875,0.688385009765625,1432990455169.655,Drive
0.7185211181640625,0.0032806396484375,0.656219482421875,1432990455269.468,Drive
0.7175750732421875,0.0229034423828125,0.7030792236328125,1432990455369.815,Drive
0.7275390625,0.01776123046875,0.689605712890625,1432990455477.48,Drive
0.727691650390625,0.003509521484375,0.700439453125,1432990455577.973,Drive
0.7250823974609375,0.0146331787109375,0.65826416015625,1432990455675.471,Drive
0.7156219482421875,0.0154266357421875,0.7157745361328125,1432990455788.092,Drive
0.7364959716796875,0.009857177734375,0.6849365234375,1432990455886.993,Drive
0.72979736328125,0.012725830078125,0.6710968017578125,1432990455986.775,Drive
0.7226715087890625,0.0272979736328125,0.6757659912109375,1432990456097.577,Drive
0.716064453125,0.0084686279296875,0.69036865234375,1432990456197.124,Drive
0.724334716796875,0.005035400390625,0.6533966064453125,1432990456297.069,Drive
0.7255401611328125,0.0150146484375,0.6983795166015625,1432990456395.58,Drive
0.715911865234375,0.0085906982421875,0.7021026611328125,1432990456504.211,Drive
0.7404327392578125,0.0106658935546875,0.6781768798828125,1432990456604.668,Drive
0.7486724853515625,0.0263671875,0.4542388916015625,1432990456704.356,Drive
0.7178497314453125,0.0311431884765625,0.666839599609375,1432990456814.022,Drive
0.723846435546875,0.006378173828125,0.6915283203125,1432990456911.779,Drive
0.7288360595703125,-0.00323486328125,0.6965789794921875,1432990457021.886,Drive
0.7132110595703125,0.0122528076171875,0.6785736083984375,1432990457122.001,Drive
0.7307586669921875,0.009918212890625,0.6779632568359375,1432990457221.052,Drive
0.736602783203125,0.0125732421875,0.671234130859375,1432990457330.935,Drive
0.723388671875,0.0152435302734375,0.7159423828125,1432990457429.787,Drive
0.7273406982421875,0.0179290771484375,0.70623779296875,1432990457539.803,Drive
0.729766845703125,0.0118255615234375,0.6750030517578125,1432990457638.166,Drive
0.731597900390625,0.0137786865234375,0.6818695068359375,1432990457736.778,Drive
0.715850830078125,0.024658203125,0.6824798583984375,1432990457847.531,Drive
0.725067138671875,0.007110595703125,0.6700439453125,1432990457950.587,Drive
0.73199462890625,0.004974365234375,0.6633453369140625,1432990458048.443,Drive
0.7159881591796875,0.0151214599609375,0.686431884765625,1432990458147.388,Drive
0.717926025390625,0.033905029296875,0.65704345703125,1432990458247.742,Drive
0.7238616943359375,0.020477294921875,0.6670074462890625,1432990458358.225,Drive
0.7337646484375,0.0069427490234375,0.67413330078125,1432990458457.01,Drive
0.724578857421875,0.02728271484375,0.6787567138671875,1432990458565.248,Drive
0.7193450927734375,0.008087158203125,0.661102294921875,1432990458689.331,Drive
0.73211669921875,0.0086212158203125,0.646697998046875,1432990458787.398,Drive
0.7277679443359375,0.0213165283203125,0.6651458740234375,1432990458885.506,Drive
0.72174072265625,0.0206756591796875,0.6826324462890625,1432990458996.286,Drive
0.7174224853515625,0.0015106201171875,0.666961669921875,1432990459092.905,Drive
0.7134552001953125,0.014862060546875,0.6550750732421875,1432990459203.911,Drive
0.7071380615234375,0.0182342529296875,0.6891632080078125,1432990459304.908,Drive
0.7242431640625,0.004180908203125,0.663177490234375,1432990459402.446,Drive
0.71905517578125,0.0167999267578125,0.67181396484375,1432990459523.449,Drive
0.7084197998046875,0.007598876953125,0.681396484375,1432990459622.43,Drive
0.7257080078125,0.0092315673828125,0.6945037841796875,1432990459720.85,Drive
0.7360382080078125,0.0019073486328125,0.6546478271484375,1432990459832.38,Drive
0.7177581787109375,0.0218048095703125,0.6893768310546875,1432990459930.919,Drive
0.7119140625,0.012542724609375,0.7059326171875,1432990460041.2,Drive
0.745147705078125,0.012542724609375,0.6870880126953125,1432990460142.685,Drive
0.737457275390625,0.0173797607421875,0.6741790771484375,1432990460354.828,Drive
0.6898956298828125,0.0203094482421875,0.668243408203125,1432990460451.471,Drive
0.73004150390625,0.002166748046875,0.667236328125,1432990460550.423,Drive
