mV, mH, stdV, stdH, varV, varH, mdV, mdH, zcrV, zcrH, rmsV,             corrV1, corrV2, corrV3, corrV4, corrV5, corrV6, corrV7, corrV8, corrV9, corrV10, corrV11, corrV12,             corrH1, corrH2, corrH3, corrH4, corrH5, corrH6, corrH7, corrH8, corrH9, corrH10, corrH11, corrH12,             ps1, ps2, ps3, ps4, ps5, ps6, ps7, ps8, ps9, ps10, ps11, ps12,             sEntropyV, sEntropyH, CfV, CfH, SfV, SfH, WfV, WfH, KfV, KfH, CtV, CtH, StV, StH, WtV, WtH, KtV, KtH, class
-0.808696,-0.440395,0.851362,-0.403685,0.773174,-0.459012,0.579886,-0.659777,0.250677,0.870826,0.721367,-0.407259,5.053782,2.395671,-0.333890,-1.496322,-0.919490,0.546065,1.275929,0.505640,-0.700366,-1.334730,-0.996587,0.523447,-1.519880,-0.343135,0.329833,0.454730,0.199298,-0.073618,0.402905,0.230745,-0.048568,-0.502551,-0.577372,-0.704480,-0.328558,-0.402599,-0.003977,0.028839,-0.174197,2.018728,2.647778,-0.097676,0.715545,2.300684,1.797920,2.298035,-0.062163,-0.565223,0.343130,-0.148602,-0.048118,-0.409820,-0.298168,0.532189,0.514161,-1.667406,-1.679112,-1.670860,-1.659888,-6.137575,-5.777396,6.198248,5.873483,Run
-0.354502,-0.403093,0.801678,-0.565794,0.714328,-0.568207,0.492147,-0.826187,0.250677,0.198609,0.668817,-0.562949,0.743626,0.778795,0.369833,-0.547855,-1.316180,-0.980076,-0.156711,0.598963,0.765420,0.373567,-0.265908,-0.218845,0.430270,0.692158,0.870688,0.021056,-1.233670,-1.786881,-0.638878,0.847610,1.690374,1.123688,-0.130736,-0.524439,-0.334006,-0.395255,-0.310627,0.064720,0.495587,0.434362,1.609737,1.008895,-0.498545,-0.737754,-0.895432,-0.365129,-0.931295,-1.302127,2.422210,2.248053,2.277383,-1.864493,-1.811672,1.728156,1.654864,-1.613284,-1.615037,-1.613008,-1.608633,-1.456149,-2.246321,1.292023,2.005546,Run
-0.220645,-0.029957,-1.136138,-1.091509,-1.035107,-0.866207,-1.300926,-1.052348,0.730234,1.543042,-1.101476,-1.066589,-0.263193,-0.174035,0.082184,0.189720,0.137267,0.115679,0.217835,0.284827,0.127475,-0.250553,-0.697599,-0.780755,0.224313,0.082253,0.052545,-0.319931,-0.435096,-0.431441,0.012636,0.112729,0.265593,0.403566,0.382260,0.081766,-0.328870,-0.425056,-0.653037,-0.631985,-0.693477,-0.762436,-0.823980,-0.667887,-0.432801,-0.310563,-0.567031,-0.051713,1.478272,-0.153761,-0.184291,-0.557611,-0.496787,0.865378,1.071632,-0.788644,-0.981612,-1.535953,-1.506019,-1.503369,-1.532978,-0.910463,-1.392853,0.831241,1.392603,Run
-0.705224,-0.025156,-1.682563,-0.896943,-1.336058,-0.765916,-1.701588,-0.818721,-0.228879,1.543042,-1.599382,-0.880621,-0.200800,-0.366413,-0.274693,-0.139375,0.150217,0.474761,0.494696,0.229137,-0.148377,-0.501758,-0.556740,-0.391720,0.115585,0.071587,0.088574,0.105516,0.225076,0.467476,0.606517,0.308819,0.002454,-0.110869,0.053204,0.087517,-0.332073,-0.429202,-0.629941,-0.740098,-0.696134,-0.745083,-0.846133,-1.106414,-0.670496,-0.660080,-0.555230,-0.601041,1.500862,1.533599,-1.009383,-0.044466,0.017963,-0.241720,-0.429355,0.616210,0.710683,-1.440173,-1.446371,-1.445443,-1.440808,-0.420576,-0.187042,0.378983,0.175297,Run
-0.366874,-0.479800,-1.629104,-1.199350,-1.310349,-0.916734,-1.609398,-1.187783,0.250677,-0.473607,-1.558723,-1.164751,0.000558,-0.484102,-0.619794,-0.250417,0.324514,0.505782,0.303859,0.027945,-0.032723,-0.010901,-0.055378,-0.122964,-0.178292,-0.386472,-0.202071,0.395811,1.024645,1.282712,0.645197,-0.380099,-0.900757,-0.547202,0.178508,0.261845,-0.335733,-0.401492,-0.481987,-0.370844,-0.279695,-0.534286,-0.747466,-1.014890,-0.897472,-0.661380,-0.662074,-1.102597,0.604742,-0.706987,0.617170,0.133754,0.159900,-0.864780,-0.487008,1.120084,0.874757,-1.362122,-1.370713,-1.371220,-1.362132,-0.082270,-0.175542,0.066657,0.166656,Run
-0.268727,-0.193194,-1.448247,-1.293702,-1.217368,-0.957981,-1.411233,-1.285545,1.209790,0.870826,-1.389290,-1.261517,0.446173,1.003141,0.572704,-0.410746,-0.828539,-0.630029,-0.172047,-0.019974,0.023720,0.083903,0.233172,0.212208,-0.027733,-0.022499,0.178580,0.216682,0.082001,-0.184303,0.109684,0.345123,0.283521,-0.110134,-0.139691,0.033943,-0.336257,-0.437252,-0.596921,-0.693637,-0.700540,-0.804284,-0.681327,-0.495359,-0.211139,-0.911341,-0.737780,0.197187,0.579363,0.183890,-0.356463,-0.593994,-0.543880,1.404228,1.566459,-1.240675,-1.388834,-1.276902,-1.279443,-1.280035,-1.278133,-0.000862,0.067024,-0.005919,-0.067014,Run
-0.225134,-0.399581,-1.493448,-1.178548,-1.241476,-0.907269,-1.601650,-1.069331,1.689347,2.215258,-1.428023,-1.147959,-0.137433,0.368089,0.291282,-0.351507,-0.747463,-0.216565,0.398469,0.475191,0.146359,0.217327,0.117314,-0.124217,0.086961,0.301783,0.480832,0.204838,-0.559508,-0.819591,-0.106099,0.554421,0.863646,0.874842,0.165060,-0.335752,-0.334156,-0.413701,-0.599186,-0.685366,-0.472869,-0.495907,-0.768933,-0.964179,-0.607356,-0.668447,-0.651206,-1.100990,0.963577,-0.398970,0.177901,-0.254211,-0.336521,-0.035327,0.909568,0.090383,-0.477828,-1.205968,-1.203515,-1.204355,-1.207051,0.077769,0.090531,-0.083561,-0.090320,Run
0.693221,-0.853115,-0.123161,-1.044828,-0.253358,-0.843216,-0.356420,-0.882771,0.250677,-0.473607,-0.073921,-0.993678,-0.056482,-0.246583,-0.521308,-0.467331,-0.088024,0.101490,0.224019,0.282000,0.273096,0.215918,0.069684,-0.285701,-0.113903,0.098258,0.590734,0.283106,-0.164413,-0.130051,0.362303,0.596069,0.396813,-0.052719,-0.267586,-0.346979,0.720370,1.267125,2.223702,0.769202,0.215416,0.162457,-0.847161,-0.994413,-0.719761,-0.439227,0.217350,-0.800427,-1.433278,-1.105463,0.711019,0.476156,0.371589,-0.982258,-1.376483,1.534763,1.952108,-1.112755,-1.131947,-1.133444,-1.114055,0.160648,0.150925,-0.158830,-0.149016,Run
0.410202,-0.446650,0.127039,-0.738653,-0.015485,-0.675657,0.070341,-0.718698,0.730234,0.198609,0.106018,-0.726829,-1.429833,-1.436296,0.502618,3.844498,3.496884,2.342824,0.820476,-0.184691,-0.684464,-0.770562,-0.885823,-0.639845,0.970895,0.411497,-0.349649,-1.263047,-1.836597,-1.666217,-0.055954,0.878455,1.799796,1.856568,0.917502,0.154432,-0.336299,-0.378693,-0.079264,-0.567273,-0.530087,-0.586618,0.182627,1.068097,0.829923,-0.478081,-0.549568,-0.159348,0.190875,-1.103098,1.557597,1.135682,1.182752,-1.540475,-1.155003,1.719187,1.384240,-1.063369,-1.046174,-1.046920,-1.063898,0.126726,0.098711,-0.128358,-0.097618,Run
-0.222076,0.010779,0.014869,-0.169530,-0.124322,-0.286891,-0.005184,-0.417036,1.209790,0.870826,-0.048747,-0.184933,0.094967,-1.934459,-1.732160,0.662792,2.257354,1.442831,-0.201600,-1.171413,-0.536164,0.851795,1.355143,0.508468,0.044631,0.063911,0.562147,0.470339,-0.117808,-0.665692,-0.475121,0.421841,1.194127,0.771800,-0.416507,-0.559328,-0.333680,-0.411000,-0.121627,-0.219472,-0.469248,-0.022218,-0.158913,-1.068584,0.059022,0.707446,2.419814,1.134947,1.403927,-0.153803,-0.083218,-0.466792,-0.427274,0.723059,0.758285,-0.631010,-0.739153,-0.958107,-0.960950,-0.962144,-0.959556,0.176614,0.204595,-0.173367,-0.201502,Run
