mV, mH, stdV, stdH, varV, varH, mdV, mdH, zcrV, zcrH, rmsV,           corrV1, corrV2, corrV3, corrV4, corrV5, corrV6, corrV7, corrV8, corrV9, corrV10, corrV11, corrV12,          corrH1, corrH2, corrH3, corrH4, corrH5, corrH6, corrH7, corrH8, corrH9, corrH10, corrH11, corrH12,          ps1, ps2, ps3, ps4, ps5, ps6, ps7, ps8, ps9, ps10, ps11, ps12,           sEntropyV, sEntropyH, CfV, CfH, SfV, SfH, WfV, WfH, KfV, KfH, CtV, CtH, StV, StH, WtV, WtH, KtV, KtH, class
0.764641,0.326150,0.146383,-1.313267,0.014836,-1.130823,0.313579,-1.146367,-0.503777,0.293822,0.152233,-1.311839,-1.702849,-0.796428,0.128636,0.689341,0.848375,0.302458,-0.577705,-0.540272,0.530510,1.590307,1.043455,0.256326,-0.250505,-0.358863,-0.528737,-0.621929,-0.432333,-0.130255,-0.012237,-0.097095,-0.294387,-0.365841,-0.182491,0.110087,-0.368573,-0.584174,-0.837524,-0.330476,2.612756,1.009243,0.316034,0.565855,0.197194,1.190460,0.724486,-0.630096,0.226449,-1.123080,1.702348,1.707755,1.745924,-1.052178,-0.932244,-0.416541,-0.357356,-1.664647,-1.668250,-1.660982,-1.655780,-5.984456,-6.023841,5.989820,5.998702,Train
-1.379496,0.545421,0.891596,0.387680,0.773377,0.262841,0.752114,0.044191,-0.965573,-0.223305,0.872438,0.319445,2.067586,1.943822,0.543197,-0.734052,-1.015742,-0.755780,0.013899,0.873962,1.746292,1.812109,0.458469,-0.345185,0.286221,0.264804,0.179778,0.019537,-0.177858,-0.331321,-0.564523,-0.774665,-0.571742,0.348397,1.227826,1.333071,-0.437995,0.893109,1.693869,-0.716421,-0.137521,0.857803,1.266151,0.571487,-0.250012,1.326891,1.419257,-0.464685,-0.011193,-0.578007,0.411132,0.348273,0.404651,-0.883168,-0.580478,0.606867,0.393407,-1.595080,-1.586115,-1.583471,-1.593236,-1.967381,-1.820207,1.975044,1.914729,Train
-1.332132,-0.996534,1.024573,0.804415,0.922877,0.707602,1.358280,0.274646,-1.889164,-1.257559,0.991434,0.637662,0.628996,0.958586,0.303144,-0.266665,-0.331554,-0.346321,-0.517194,-0.542503,-0.764476,-1.420247,-1.695816,-1.755021,0.458109,0.347901,0.194202,0.040011,0.008037,0.158986,0.247830,-0.026547,-0.707752,-1.250620,-1.263813,-1.032399,0.717515,0.999621,0.834280,3.051763,0.687835,-0.551656,-0.834675,-0.751892,-0.572930,-0.769273,0.166523,0.713504,-0.188237,-0.969434,0.703847,0.707043,0.646363,-0.771177,-0.966831,0.333166,0.479822,-1.520411,-1.519925,-1.518900,-1.518859,-0.831516,-0.914142,0.804972,0.886945,Train
0.586430,-1.098429,0.432558,-0.669346,0.290219,-0.682908,0.291202,-0.752904,-0.503777,-1.257559,0.383869,-0.713093,-0.749475,-0.714693,0.136582,1.078291,1.368569,1.168609,0.232832,-0.835842,-1.477664,-1.345839,-0.447068,-0.056945,0.390446,-0.180841,-0.378249,-0.235454,0.343601,0.515333,0.229125,-0.200216,-0.544045,-0.793932,-0.841365,-0.511509,1.541071,0.836918,-0.725045,-0.665510,-0.072981,-0.041643,0.468129,-0.258298,-0.823763,-0.884761,-0.968662,-0.478306,-1.706420,-0.825398,-0.148838,-0.124283,-0.166173,0.021473,-0.463935,0.778509,1.235101,-1.452836,-1.444405,-1.443926,-1.452710,-0.417144,-0.342426,0.395250,0.325753,Train
-0.024577,-0.171969,-1.365088,-1.248967,-1.110569,-1.090458,-1.581806,-1.295465,1.805201,0.293822,-1.511214,-1.370737,0.133817,-0.608600,-0.565829,-0.095054,0.183690,0.086263,-0.072936,-0.150992,-0.234426,-0.291913,-0.026085,0.119046,0.176746,-0.048083,-0.481717,-0.612957,-0.158823,0.205007,-0.018313,-0.279249,-0.147012,0.475804,0.743912,0.432596,-0.780785,-0.927244,-1.121863,-0.776464,-0.524133,-0.335897,-0.522335,-0.869649,-0.428726,-0.481233,-0.527904,0.352618,0.749464,1.106080,-0.652143,-0.740726,-0.724763,0.705896,0.712265,-0.229137,-0.251502,-1.383001,-1.364093,-1.364000,-1.382649,-0.194571,-0.278368,0.180718,0.277414,Train
0.196910,1.328489,0.497066,0.296000,0.355035,0.170452,0.094504,0.506522,-0.503777,-0.223305,0.376493,0.562132,-1.214542,-1.450185,-1.208286,-0.614163,-0.203368,0.023296,0.024849,-0.184731,-0.195714,0.262278,0.618380,0.605602,0.356332,0.235403,0.137844,-0.043553,-0.333041,-0.401241,-0.305742,-0.118318,0.002740,-0.116968,-0.450564,-0.501656,0.981418,1.366616,0.980637,-0.251446,-0.364613,-0.245559,-0.687816,-0.873940,-0.661292,-0.567536,-0.552590,-0.418496,-1.017649,0.228894,-0.900518,-0.805148,-0.807925,1.521772,1.190034,-0.316377,-0.206468,-1.255615,-1.274933,-1.275787,-1.256860,0.021231,0.087407,-0.018960,-0.087077,Train
-0.151404,1.213675,0.798915,0.400483,0.671714,0.275900,0.853801,0.340247,-0.503777,0.810949,0.649354,0.594437,-0.533582,-0.897998,-1.178497,-1.405905,-1.643032,-2.095132,-2.312305,-1.491818,-1.036057,-0.868901,-0.664558,-0.626588,0.796048,0.448174,0.734473,0.356043,-0.344175,-0.327385,0.323059,1.137450,1.471502,0.623614,-0.610695,-1.394005,-0.230924,0.331527,1.948621,1.327860,-0.054672,-0.660541,-0.579709,-0.198106,1.646062,2.826179,1.034499,0.314513,0.386090,-1.134425,1.691756,1.709247,1.713022,-1.041645,-0.955313,-0.331206,-0.424826,-1.219751,-1.230741,-1.231395,-1.220384,0.038200,0.042807,-0.043614,-0.048491,Train
0.192723,-1.306840,-1.135587,-0.051579,-0.975321,-0.161942,-1.063614,-0.097261,1.805201,-0.223305,-1.245468,-0.078631,0.346958,0.014904,-0.162342,0.082276,0.135954,-0.170107,-0.508045,-0.098266,0.439999,0.346958,-0.063914,-0.000366,0.419346,0.465071,0.246748,-0.343356,-0.555854,-0.092587,0.393189,0.332513,-0.607946,-1.437608,-1.302169,-0.586025,-0.758955,-0.325282,-0.114228,-0.891153,-0.737624,-0.645085,-0.862056,-0.553851,-0.512949,-0.616956,0.852926,0.846451,1.474582,0.660084,-0.678075,-0.730332,-0.635054,-0.233868,0.942025,0.770218,-0.239115,-1.127766,-1.115869,-1.116831,-1.128775,0.124364,0.117892,-0.124946,-0.117714,Train
1.649372,-1.200507,-1.186011,0.615264,-1.006130,0.500691,-1.069076,0.634554,-0.041981,-0.740432,-0.615572,0.506045,0.031593,-0.094562,0.025099,0.108885,-0.019307,-0.283329,-0.404203,-0.037462,0.375066,0.581467,0.321309,0.131061,0.163843,0.106515,0.107672,0.143587,-0.041710,-0.256711,-0.419407,-0.482381,-0.265667,0.362178,0.919220,0.984090,0.817203,-0.471575,-0.022057,-0.583967,-0.888350,-0.421979,-0.619086,-0.978463,0.086619,1.023802,0.149626,-0.314794,-0.327314,0.232568,-0.753725,-0.687500,-0.810175,1.509326,-0.799047,-0.417669,1.551493,-1.043388,-1.056790,-1.057838,-1.044565,0.152872,0.164603,-0.152728,-0.165842,Train
1.129420,-0.419961,-1.080843,-0.205676,-0.941175,-0.300257,-0.849165,0.000653,-0.041981,1.328077,-0.839163,-0.385361,0.492163,0.144520,-0.546720,-0.669470,-0.331328,0.223980,0.820988,0.823886,0.736921,0.832094,0.758955,0.567803,-0.625127,-0.118890,0.437597,0.925614,0.770518,0.187025,-0.467356,-1.296313,-2.046451,-1.805982,-0.645493,0.401873,-0.411500,-0.676682,-1.013570,-0.948920,-0.971716,-0.679467,-0.320468,-0.293142,-0.358386,-0.098595,-0.156472,-0.611024,1.718251,0.202909,-0.523736,-0.563760,-0.636078,0.376373,-0.237740,0.284789,0.671851,-0.985138,-0.980729,-0.981660,-0.986184,0.166699,0.168569,-0.168135,-0.169981,Train
