mV, mH, stdV, stdH, varV, varH, mdV, mdH, zcrV, zcrH, rmsV,             corrV1, corrV2, corrV3, corrV4, corrV5, corrV6, corrV7, corrV8, corrV9, corrV10, corrV11, corrV12,             corrH1, corrH2, corrH3, corrH4, corrH5, corrH6, corrH7, corrH8, corrH9, corrH10, corrH11, corrH12,             ps1, ps2, ps3, ps4, ps5, ps6, ps7, ps8, ps9, ps10, ps11, ps12,             sEntropyV, sEntropyH, CfV, CfH, SfV, SfH, WfV, WfH, KfV, KfH, CtV, CtH, StV, StH, WtV, WtH, KtV, KtH, class
-1.116841,0.187624,0.470830,0.334162,0.232047,0.148215,0.185159,0.282192,0.937466,-0.509263,0.364041,0.284634,6.133313,4.867425,-0.889838,-2.798471,-1.630961,-0.507382,0.688279,1.785834,1.218992,-2.372670,-3.950280,-2.372166,-3.826437,-1.520982,-0.205490,0.335479,0.339366,-0.776333,-1.836477,-1.651971,0.337710,1.180320,1.150469,0.463691,-0.347751,-0.288019,-0.275444,-0.302197,-0.339471,-0.793066,-0.295846,-0.536059,1.993403,0.212629,2.225272,1.416090,1.064502,0.229010,-0.350631,-0.603933,-0.472514,1.519855,0.971619,-1.189916,-1.037064,-1.677175,-1.669027,-1.657499,-1.668143,-6.182097,-6.168966,6.191669,6.200433,Run
-0.362180,-0.430460,-0.083535,0.714112,-0.187437,0.483221,-0.153677,0.625081,0.937466,-0.094308,-0.142184,0.649848,0.129961,-0.046349,-0.515144,-0.314728,0.055940,-0.071751,-0.389197,-0.316275,0.519736,1.000416,-0.051396,-1.211858,1.046686,1.083759,0.058808,-0.058144,0.265273,0.515314,0.097571,0.114851,0.049855,-0.206341,-0.377006,-0.098038,-0.347718,-0.292506,-0.176239,-0.175029,-0.500694,0.548484,2.983733,1.348512,-0.952234,-0.675928,1.447594,-0.021427,-0.030101,0.209605,-0.312519,-0.502220,-0.440567,0.605454,0.479611,-0.849217,-0.831331,-1.603742,-1.597359,-1.595613,-1.601696,-1.288207,-1.472292,1.232293,1.396576,Run
-0.315661,0.182491,-0.882341,-0.291375,-0.648725,-0.327588,-0.782599,-0.384749,0.524981,-0.094308,-0.859644,-0.311119,-0.097651,0.149618,0.314705,0.117970,-0.142092,-0.235556,-0.170290,0.076582,0.371617,0.279715,0.051314,-0.122067,0.067682,0.298994,0.381718,0.113190,-0.447756,-1.016369,-1.596391,-0.681724,0.699487,0.956255,0.693706,0.320925,-0.345849,-0.265046,-0.248778,-0.360247,-0.767447,-0.872224,-0.079056,1.732209,0.840888,-0.639572,0.499827,0.393697,0.359191,-0.171435,-0.064171,-0.469445,-0.448622,1.012452,1.035598,-0.756008,-0.699618,-1.518911,-1.536292,-1.534532,-1.517140,-0.991039,-0.743034,1.007169,0.673294,Run
-1.072084,-0.011954,-0.054156,-0.416310,-0.167248,-0.411326,-0.131932,-0.720014,-0.299989,0.735602,-0.112936,-0.433465,-0.143078,-0.311086,-0.286876,0.028994,0.156567,0.163713,0.048432,-0.342206,-0.878160,-0.620059,0.036175,0.392348,0.075973,-0.191904,-0.453042,-1.000682,-1.010859,-0.726736,-0.151489,0.525830,0.263023,0.011979,-0.136603,-0.066408,-0.344656,-0.243512,-0.159650,-0.134963,0.726221,-0.029341,0.246067,1.635390,2.080800,2.276931,0.078322,-0.911123,0.561373,-0.659206,0.414049,-0.065844,-0.093461,-0.621515,0.509728,0.742134,0.221117,-1.438771,-1.424712,-1.425440,-1.438437,-0.158231,-0.338486,0.164627,0.331199,Run
0.100723,0.365791,0.557045,0.931705,0.304600,0.690733,0.301878,0.888833,0.112496,0.320647,0.470292,0.858645,-0.005370,-0.562205,-0.477347,0.223763,0.351796,0.011272,-0.226120,0.022237,1.660869,3.017088,1.796827,-0.170109,0.030599,0.261431,0.300177,0.041123,-0.326655,-0.586053,-0.691900,-0.282828,0.648920,1.104915,1.253276,0.925596,-0.336651,-0.276921,-0.246647,-0.300586,0.107259,-0.662964,-0.444852,-0.490955,-0.770610,0.000916,-0.541336,-0.129213,0.711167,0.755572,-0.651741,-0.434417,-0.404833,0.210422,0.436071,-0.367776,-0.525363,-1.370469,-1.352426,-1.352341,-1.370941,-0.170314,-0.095003,0.170239,0.087867,Run
0.264180,0.311483,-0.110869,0.526847,-0.206014,0.313763,-0.444385,0.418083,2.174921,-0.094308,-0.103456,0.471603,-0.248195,-0.144569,0.526171,0.181405,-0.376758,-0.689260,-0.288440,0.191044,0.367244,-0.239507,-0.496812,-0.605258,0.084337,1.078841,0.580792,-0.409005,-0.802715,-0.274874,0.005201,1.014352,0.940921,0.399114,-0.196291,-0.418500,0.023309,0.039930,-0.175690,-0.117226,-0.551426,-0.450543,0.209909,-0.948135,0.873131,0.162218,-0.011870,-0.773557,0.753453,0.073623,-0.468401,-0.453167,-0.619084,0.745766,-0.141583,-1.047641,-0.532266,-1.294551,-1.297973,-1.298930,-1.295680,0.018890,0.062501,-0.021525,-0.068615,Run
-0.743862,0.072717,-1.181882,-0.372679,-0.778127,-0.382509,-1.206630,-0.287817,1.762436,-0.094308,-1.147419,-0.390973,-0.081262,-0.178122,-0.306949,-0.230498,-0.151449,-0.132350,-0.141801,-0.192974,-0.342646,-0.207980,0.005575,0.108383,0.964382,1.215014,0.662333,-0.181624,-1.464067,-1.881516,-1.167332,1.138297,1.268355,0.680085,0.319520,0.293434,-0.337543,-0.297608,-0.294439,-0.354588,-0.759887,-0.752998,-0.646062,0.765771,0.331183,-0.304009,1.136592,0.797437,1.046126,-0.420913,0.116743,-0.384220,-0.382330,1.057201,0.858665,-0.492299,-0.348696,-1.202896,-1.198401,-1.199750,-1.203461,0.108837,0.044592,-0.108457,-0.048317,Run
-0.370437,0.060074,-0.693981,-0.698269,-0.555181,-0.586496,-0.639855,-0.556865,0.937466,0.320647,-0.694163,-0.701394,-0.080046,-0.372677,-0.621608,-0.102331,0.065409,-0.056696,-0.291180,-0.299596,0.015763,0.167272,-0.150448,-0.470973,-0.718598,-0.415067,0.303715,0.519473,0.273801,-0.137002,-0.522160,-0.285193,0.377911,0.429691,0.218836,-0.035239,-0.347801,-0.309320,-0.300601,-0.310865,-0.291250,-0.519002,-0.699985,0.722120,0.513557,0.778044,-0.233726,-1.125923,-0.710257,0.537091,-0.490254,-0.483415,-0.421489,0.501947,0.466314,-0.811528,-0.842264,-1.114066,-1.134630,-1.135760,-1.114964,0.109586,0.115777,-0.107554,-0.117936,Run
-0.756246,-0.173520,-0.462653,-0.161920,-0.427440,-0.236854,-0.422667,-0.019587,0.937466,-0.094308,-0.494576,-0.190385,-0.028949,0.066756,-0.186533,-0.502704,-0.395678,-0.051756,0.309347,0.215100,-0.557206,-0.955624,-0.336739,0.242876,0.883161,0.404506,-0.335501,-0.976204,-0.824273,-0.307339,0.486122,1.415107,0.862700,0.395279,-0.023208,-0.319572,-0.347660,-0.304329,-0.196828,-0.244941,-0.729667,-0.437509,1.475307,1.843416,2.310803,0.874347,-0.663429,1.172645,0.769706,-0.677571,0.500155,-0.051106,0.106919,-0.071200,-0.774686,0.492377,0.847411,-1.061731,-1.035751,-1.036936,-1.062639,0.147917,0.128419,-0.147677,-0.127938,Run
-0.963741,0.557577,-1.219006,-0.078050,-0.792509,-0.175915,-1.190514,0.087069,0.524981,-0.924218,-1.171142,-0.090617,-0.540026,-0.926606,0.412411,0.572392,0.137720,-0.217394,-0.228493,0.141580,0.175844,-0.285472,-0.313498,0.047808,0.482829,0.750807,0.510993,0.006452,-0.557719,-0.848798,-1.298337,-1.148086,-0.164474,0.319717,0.592120,0.649533,-0.346434,-0.319704,-0.284358,-0.303584,-0.779424,-0.809224,-0.894306,-1.064029,0.110601,1.420803,-0.859738,-0.794080,1.183636,1.343089,-0.864646,-0.333327,-0.108699,0.323223,-0.199122,0.168852,0.290700,-0.981281,-0.987330,-0.988346,-0.982574,0.147079,0.181209,-0.146651,-0.180729,Run
