mV, mH, stdV, stdH, varV, varH, mdV, mdH, zcrV, zcrH, rmsV,           corrV1, corrV2, corrV3, corrV4, corrV5, corrV6, corrV7, corrV8, corrV9, corrV10, corrV11, corrV12,          corrH1, corrH2, corrH3, corrH4, corrH5, corrH6, corrH7, corrH8, corrH9, corrH10, corrH11, corrH12,          ps1, ps2, ps3, ps4, ps5, ps6, ps7, ps8, ps9, ps10, ps11, ps12,           sEntropyV, sEntropyH, CfV, CfH, SfV, SfH, WfV, WfH, KfV, KfH, CtV, CtH, StV, StH, WtV, WtH, KtV, KtH, class
-0.276161,0.483866,-0.890246,-0.540774,-0.755664,-0.606955,-0.961138,-0.388240,0.102422,0.556506,-0.916551,-0.592284,0.099768,0.279931,0.274887,0.153248,-0.036374,-0.114155,-0.042837,0.188159,0.291680,0.265493,0.138021,0.008126,0.666875,0.549133,0.124249,-0.273804,-0.493143,-0.320915,-0.034732,0.477199,0.452414,0.005276,-0.427665,-0.451177,-0.410226,-0.396889,-0.237164,-0.446742,-0.254025,-0.399443,-0.430827,-0.653557,-0.634047,-0.578758,-1.106636,-0.061279,0.691698,-0.500763,0.205678,0.193939,0.169056,-0.534862,-0.631277,-0.184981,-0.323422,-1.679525,-1.669919,-1.662560,-1.668030,-5.625982,-6.245780,5.682325,6.264682,Train
0.243091,0.271016,-1.038204,-0.677592,-0.829125,-0.695564,-0.974927,-0.635913,-0.798891,-0.259703,-0.912484,-0.715003,-0.016242,-0.163278,-0.296614,-0.349462,-0.187297,0.099787,0.322832,0.359909,0.245303,0.084764,-0.085875,-0.184231,0.050421,0.097028,0.088994,0.043654,-0.052415,-0.136110,-0.142788,-0.082161,-0.050095,-0.092167,-0.090562,0.041682,-0.392524,-0.422039,-0.507054,-0.639881,-0.771789,-0.538698,-0.311082,-0.700813,-1.136900,-1.037915,-1.055211,-0.842529,-1.174522,0.443939,-1.019649,-0.959341,-1.013633,1.650811,0.140727,1.121957,1.820334,-1.600846,-1.609486,-1.604668,-1.599442,-2.702455,-1.201699,2.619941,1.159620,Train
-0.319089,0.277487,-1.198844,-1.183587,-0.900707,-0.961125,-1.171393,-1.268675,0.102422,0.556506,-1.197572,-1.191909,-0.163992,-0.226130,-0.273326,-0.278778,-0.165774,0.017937,0.080436,-0.110263,-0.285938,-0.313360,-0.212347,-0.110071,0.115059,0.212437,0.080163,-0.143725,-0.283929,-0.247930,-0.088532,-0.075931,-0.138945,-0.181159,-0.046812,0.172875,-0.599170,-0.646833,-0.729676,-0.651699,-0.747017,-0.618497,-0.316236,-0.601226,-0.851520,-0.537504,-1.024700,-0.732340,1.528393,-0.089613,0.459462,0.394588,0.406054,-0.700764,-0.610545,-0.916883,-0.767086,-1.522637,-1.532055,-1.529249,-1.520517,-1.215197,-0.791455,1.156082,0.730998,Train
-0.370949,0.594645,-0.229436,-0.426262,-0.339415,-0.527293,-0.518207,-0.626423,-0.348235,1.372715,-0.333392,-0.483212,0.251626,0.261566,0.219582,0.136513,0.074582,0.088250,0.155391,0.197429,0.193767,0.103851,-0.145813,-0.408565,-0.055699,0.017514,0.068566,0.036551,-0.082228,-0.290411,-0.443139,-0.334324,0.074860,0.382038,0.510354,0.424285,-0.515103,-0.395175,0.829092,1.354150,1.325549,0.543321,-0.349290,-0.760613,-0.920648,-0.977974,-0.254560,-0.488827,-1.628857,-0.350636,0.678928,0.654872,0.638457,-0.746282,-0.704360,-0.555582,-0.751668,-1.426946,-1.421944,-1.423481,-1.428031,0.002310,-0.079695,0.002667,0.085776,Train
-0.612825,0.473512,-0.119909,-0.363092,-0.256505,-0.481203,-0.394098,-0.496174,-0.348235,-0.259703,-0.245264,-0.423829,0.379933,0.279596,0.141521,-0.048451,-0.350433,-0.845532,-1.420370,-1.616346,-1.351747,-1.042728,-0.642760,-0.087251,0.004474,-0.093804,-0.142371,0.007403,0.212415,0.136048,-0.348271,-1.073363,-1.029586,-0.462250,0.091213,0.386970,-0.597570,-0.596791,-0.638985,-0.524729,-0.677546,-0.683231,-0.293329,-0.678544,-1.091041,-0.500900,-0.668921,-0.867021,1.195127,1.046168,-0.692531,-0.737245,-0.723161,-0.113675,0.119545,1.095601,0.748712,-1.383822,-1.378645,-1.378591,-1.384120,-0.175214,-0.102785,0.156975,0.088192,Train
-0.942479,0.416851,-1.072810,-1.142829,-0.845266,-0.943357,-1.079295,-1.062780,0.102422,-1.075912,-1.093914,-1.161357,0.122656,0.151156,0.166373,0.192911,0.242446,0.273164,0.163417,-0.059515,-0.139241,-0.073496,-0.076790,-0.232235,0.029200,0.039193,0.129477,0.202327,0.153965,-0.024353,-0.252909,-0.387267,-0.292922,-0.191060,-0.032589,0.158449,-0.532653,-0.544357,-0.655476,-0.306452,-0.343563,-0.701105,-0.453765,-0.510683,-0.853013,-0.807371,0.641645,-0.838729,1.042337,-0.214481,0.067095,0.037751,0.021454,-0.540672,-0.580004,-0.070109,-0.246824,-1.275811,-1.276587,-1.277492,-1.276776,0.035061,0.043939,-0.034160,-0.044984,Train
-0.498564,0.405464,-1.211850,-0.965350,-0.906130,-0.858586,-1.148162,-0.825535,1.003735,-0.259703,-1.231248,-0.993031,0.197625,0.236044,0.177443,0.077250,0.025482,0.065959,0.237361,0.414606,0.378259,0.093753,-0.376365,-0.639638,0.207311,0.452674,0.324374,-0.094847,-0.370676,-0.427402,-0.232563,0.000078,0.008671,-0.302344,-0.303025,0.017359,-0.598197,-0.647112,-0.783304,-0.478110,-0.556652,-0.466501,-0.425869,-0.804325,-0.266379,0.242032,-1.011555,-0.325276,0.355296,0.758808,-0.469918,-0.535120,-0.524773,-0.249412,-0.109244,0.431810,0.279397,-1.208432,-1.202193,-1.203225,-1.209245,0.098463,0.063912,-0.099155,-0.065029,Train
-0.984702,0.774081,-1.003283,-0.925578,-0.812438,-0.837938,-1.105701,-0.972579,2.806362,-0.667807,-1.026203,-0.947686,0.021344,0.100366,0.180348,0.190424,0.119944,0.028385,0.085619,0.256041,0.265004,0.055541,-0.229874,-0.344752,-0.111587,0.149941,0.225541,0.248423,0.125320,-0.054624,-0.162507,-0.220218,-0.334942,-0.356466,-0.444064,-0.207739,-0.527597,-0.467287,-0.109386,-0.106673,-0.472258,-0.524772,-0.156704,0.211181,0.249389,0.044471,-1.065293,-0.193536,0.994069,-0.425259,0.641756,0.608184,0.617486,-0.738217,-0.632277,-0.770195,-0.755057,-1.127189,-1.128077,-1.129547,-1.128342,0.172450,0.124490,-0.171309,-0.124524,Train
-0.738526,0.694659,-0.656250,-1.140139,-0.624742,-0.942161,-0.669338,-1.242384,1.003735,0.556506,-0.731911,-1.155055,-1.870193,-1.478182,-0.967368,-0.426825,-0.045883,0.017656,-0.242935,-0.281671,-0.097454,0.055563,0.007662,-0.183003,0.317032,0.272691,0.092475,-0.048845,-0.096454,-0.086081,-0.123755,-0.053099,-0.017860,-0.033400,-0.032821,0.075917,-0.525954,-0.483623,-0.421931,-0.422432,-0.586005,-0.700077,-0.486976,-0.646684,-0.079471,-0.378653,-0.954473,-0.144971,0.940364,-0.107860,-0.022318,-0.048363,-0.097512,-0.473514,-0.607851,0.084423,-0.376719,-1.044374,-1.043543,-1.044241,-1.045447,0.125486,0.140585,-0.123968,-0.140143,Train
-0.006461,0.608207,-0.799106,-1.283060,-0.706818,-1.001824,-0.723611,-1.266077,0.102422,1.372715,-0.784653,-1.294205,-0.287786,-0.066980,-0.095534,-0.340168,-0.520448,-0.339655,0.065666,0.355090,0.413411,0.496629,0.457596,0.029977,0.269024,0.113511,0.054439,0.017201,-0.016197,-0.121835,-0.307701,-0.385581,-0.118560,0.127913,0.211877,0.191358,-0.366318,-0.317404,-0.327757,-0.549294,-0.619360,-0.590484,-0.443893,-0.127240,-0.389863,-0.484982,0.349741,-0.856347,-0.090575,-0.887873,0.565134,0.570153,0.551003,-0.607518,-0.646912,-0.615251,-0.603062,-0.967776,-0.967745,-0.968784,-0.969186,0.176981,0.178972,-0.175500,-0.177376,Train
-0.068039,-0.091024,-1.038947,-0.923056,-0.829476,-0.836609,-1.009651,-0.881771,0.553079,0.556506,-1.006058,-0.904295,0.305402,0.233862,0.106708,0.040575,0.067640,0.150569,0.199965,0.152136,0.104481,0.104433,0.039266,-0.084117,0.045440,0.033698,-0.000889,-0.022164,-0.021451,-0.040509,-0.244072,-0.438828,-0.371032,-0.110361,0.156567,0.361656,-0.427663,-0.494998,-0.230658,-0.183172,-0.645336,-0.640817,-0.432952,-0.147708,-0.388716,-0.822407,-0.412569,-0.196176,0.316219,-0.124566,-0.349453,-0.358859,-0.367820,-0.219969,-0.262363,0.693491,0.364681,-0.886299,-0.883479,-0.884897,-0.887751,0.222882,0.193526,-0.220936,-0.191377,Train
0.042063,-0.198616,-0.687194,-0.474757,-0.643092,-0.561641,-0.693241,-0.453235,1.454392,-0.259703,-0.676645,-0.476876,0.692038,0.566581,0.266237,-0.025628,-0.152122,0.019268,0.312580,0.397355,0.114928,-0.134643,-0.160131,0.018177,0.129343,0.674830,0.529789,0.218559,-0.197192,-0.522807,-0.749041,-0.339073,0.187783,0.250359,0.047122,-0.080295,-0.429256,-0.534700,-0.763364,-0.175121,0.119798,0.059706,0.009578,1.038544,0.900783,0.329795,-0.436887,-0.744104,0.446888,0.071278,-0.282257,-0.320102,-0.322000,-0.386183,-0.265052,0.333029,-0.031133,-0.808372,-0.815239,-0.816632,-0.809648,0.231195,0.194161,-0.228917,-0.192154,Train
-0.264367,0.184542,-0.814541,-0.561632,-0.715283,-0.620925,-0.904135,-0.555514,1.003735,-0.259703,-0.847355,-0.600102,0.230823,0.246503,0.284031,0.365559,0.372601,0.246222,0.067111,-0.052595,-0.144328,-0.290310,-0.423937,-0.299716,0.424363,0.559980,0.331276,0.717770,0.660624,0.384631,-0.035856,-0.603805,-0.953555,-0.854324,-0.677080,-0.106114,-0.599463,-0.640594,-0.736639,-0.462872,-0.347025,-0.466163,-0.417007,-0.089084,-0.122988,-0.911630,-1.069404,-0.655315,0.939605,0.140792,0.222247,0.153664,0.162822,-0.666638,-0.507080,-0.504832,-0.614554,-0.755140,-0.747087,-0.748268,-0.756195,0.227838,0.190120,-0.225961,-0.188679,Train
