V, H 
-0.025209,0.026620
0.002319,0.011602
0.012435,0.001421
0.008225,0.000703
-0.003192,-0.000043
-0.001450,0.004425
-0.013288,-0.014693
-0.009378,-0.019741
0.004800,-0.006087
0.013305,0.013449
0.035260,0.000814
0.008576,0.008470
-0.018904,0.011246
-0.022319,0.006679
0.002174,-0.005983
0.007145,0.006862
0.017191,-0.000069
0.009372,-0.000862
-0.003944,-0.002069
-0.011771,-0.001319
-0.022835,0.013708
-0.016489,0.014843
-0.007060,0.005645
0.004681,-0.004259
0.012679,-0.007253
0.032306,0.003395
0.011094,-0.002969
-0.006757,-0.007659
-0.008841,-0.003110
-0.001753,0.004951
0.005754,0.000527
0.011206,0.003924
0.008987,0.008357
-0.000489,0.006591
-0.008618,-0.003184
-0.011119,0.014210
-0.010330,0.003821
-0.006550,-0.001531
0.001288,-0.000971
0.007460,0.001276
-0.014089,0.003162
-0.013959,-0.004997
-0.009787,-0.005729
-0.002103,0.001858
0.007422,0.006318
0.018219,0.022223
0.025637,0.014324
0.018757,0.003757
-0.001309,-0.007268
-0.019080,-0.009499
-0.006531,-0.004948
-0.001063,0.000886
0.005776,-0.001857
0.006444,-0.003508
-0.000612,0.001338
-0.014564,-0.004889
-0.018907,-0.010616
-0.012278,-0.013977
0.001593,-0.006998
0.013405,0.007943
0.023177,0.027007
0.013180,0.032147
-0.004770,0.017151
-0.014243,-0.007622
-0.005792,-0.020904
-0.003549,-0.007185
0.010136,-0.003147
0.015524,0.001828
0.011135,0.003244
-0.005544,-0.000652
-0.014137,0.009467
-0.032716,0.011329
-0.027062,0.005298
0.000078,-0.005949
0.027072,-0.008324
0.018128,0.019337
0.002892,0.014541
-0.011828,-0.007109
-0.009359,-0.022093
0.005050,-0.008075
0.024994,-0.024734
0.018858,-0.004847
0.004516,-0.001393
-0.005534,-0.001339
-0.008807,0.001653
0.012811,-0.001615
0.013165,0.003190
0.009925,0.006168
-0.000037,0.004197
-0.010555,-0.002753
-0.029085,0.016970
-0.023680,0.014148
-0.018379,0.014743
-0.009808,0.007189
0.011665,-0.010981
0.040201,-0.025099
0.057970,-0.025590
0.057406,-0.019224
0.042365,-0.011362
0.017217,0.000532
0.012881,-0.001486
0.001233,0.005998
0.003877,0.003379
0.002332,-0.001839
-0.004559,-0.003766
-0.007461,0.011926
-0.001367,0.010898
-0.005321,0.008279
-0.013558,0.003251
-0.004458,-0.006559
-0.014806,-0.009183
0.009254,-0.008503
0.011004,-0.001900
-0.001032,0.001049
-0.008663,0.002571
0.012173,-0.001267
0.005172,-0.000269
-0.006365,-0.004399
-0.009708,-0.004601
-0.000410,0.001976
0.002349,0.011538
0.004823,0.009432
-0.000027,0.001403
-0.001126,-0.004636
0.001214,-0.003746
0.022676,-0.019761
0.006697,-0.021378
-0.007528,-0.014228
-0.010501,0.005771
-0.001892,0.019218
-0.005501,0.018717
0.012080,0.000298
0.027060,-0.005048
0.023872,0.003802
-0.009695,0.006648
-0.047735,0.016874
-0.062213,-0.001161
-0.039136,-0.011687
0.005260,-0.008735
0.042900,0.004692
0.053189,0.016891
0.043929,0.018427
0.036430,0.011589
0.039494,0.007996
0.049055,0.016349
0.029940,0.017197
0.033808,0.014474
0.027996,0.001568
0.006686,-0.003752
-0.024483,-0.002540
-0.032276,0.018838
-0.025314,-0.001242
-0.003279,-0.019979
0.013000,-0.017691
0.013581,0.006679
0.011167,0.008049
0.000877,0.015874
-0.000531,0.007184
0.000811,-0.002371
-0.000458,-0.006608
-0.013884,0.026592
-0.012334,0.010802
-0.011696,-0.004411
-0.005889,-0.008091
0.008175,-0.002167
0.022897,0.008244
0.026556,0.009424
0.015645,0.005379
-0.006147,-0.000740
-0.021042,-0.004302
-0.015012,-0.009761
0.003518,-0.024507
0.021693,-0.039139
0.034556,-0.037841
0.036267,-0.025342
0.031899,-0.019086
0.039034,-0.019841
0.055142,-0.013756
0.056759,0.001282
0.039209,0.012933
0.017355,0.011438
0.008487,0.015163
0.001319,0.017302
-0.006141,0.007161
-0.006832,-0.013186
0.002378,0.024980
0.015401,0.026734
0.015964,0.028086
0.000190,0.013597
-0.015198,-0.016815
-0.006053,-0.032457
-0.001795,-0.052342
-0.003476,-0.041955
-0.002650,-0.005588
0.004496,0.035848
0.018862,0.009872
0.002027,0.019968
-0.016465,0.012655
-0.014225,-0.004953
0.006550,-0.016690
-0.006999,0.009665
-0.010048,0.021670
-0.018880,0.017094
