V, H 
-0.069367,0.025646
-0.019956,0.016468
0.009746,0.006313
0.015253,-0.002758
0.006253,-0.008685
0.016559,0.014655
-0.004056,0.011654
-0.011998,0.005325
-0.002878,-0.002626
0.009361,-0.007015
0.021723,-0.002086
0.006779,-0.003000
-0.009589,-0.006216
-0.011451,-0.007628
0.000054,-0.000341
-0.020589,-0.000688
-0.009452,0.016240
-0.004180,0.018836
-0.001419,0.004690
0.004461,-0.014913
0.006267,-0.021406
0.005878,-0.015791
0.001035,-0.003596
-0.000653,0.003547
0.000284,0.005998
0.013899,-0.012785
-0.007027,-0.008109
-0.025651,-0.007260
-0.014703,-0.006303
0.017909,0.003798
0.045873,0.038447
0.022275,0.036619
-0.007052,0.014137
-0.018131,-0.010227
-0.009159,-0.020963
-0.003730,-0.008990
0.014934,-0.002300
0.016695,0.002760
0.001796,0.001759
-0.014649,-0.001804
-0.040704,-0.027448
-0.026456,-0.019386
-0.000897,-0.009384
0.015682,-0.000853
0.012633,0.009324
0.018816,0.031269
0.005220,0.031702
-0.002798,0.016431
-0.003659,-0.004568
-0.000331,-0.019568
0.008457,-0.024102
0.004930,-0.016240
-0.002143,-0.000509
-0.006080,0.010303
-0.002375,0.008366
0.015314,0.007972
0.017285,-0.002065
0.006012,-0.006836
-0.010352,-0.004621
-0.013765,0.003098
0.003029,-0.016329
0.016478,-0.011640
0.010248,-0.003312
-0.005648,0.006378
-0.012403,0.007722
-0.010208,0.014889
-0.004275,0.006687
0.001904,0.000478
0.005611,-0.001687
0.000638,-0.001476
-0.030290,0.004595
-0.020372,0.000642
-0.002993,-0.000425
0.006815,-0.001112
0.007840,-0.002250
0.011817,-0.001281
0.014099,0.009436
0.008476,0.011859
-0.005047,0.001129
-0.011762,-0.010612
0.000212,-0.013109
0.008350,-0.006264
0.007263,-0.000581
-0.002407,0.000272
-0.009033,0.000323
0.025993,-0.012415
0.033672,-0.000402
0.023505,0.008613
-0.006867,0.007882
-0.029402,-0.000422
-0.049785,0.036463
-0.023840,0.016211
-0.005937,-0.001124
0.001982,-0.007424
0.009654,-0.005958
0.008144,-0.005411
0.013189,0.001715
0.011534,0.008475
0.001054,0.006867
-0.011769,-0.003933
-0.017941,-0.028723
-0.008996,-0.026968
0.000381,-0.015609
0.004807,0.001092
0.004805,0.018135
0.018210,0.026053
0.006346,0.013535
-0.006223,-0.003210
-0.010688,-0.010183
-0.002131,-0.006673
-0.006165,-0.018890
0.002284,0.000417
-0.002169,0.014546
-0.011291,0.014376
-0.006963,-0.002390
0.018139,-0.026948
0.047428,-0.034367
0.055468,-0.011045
0.035766,0.020849
0.008526,0.031257
-0.006465,0.034996
0.002789,0.013834
0.010055,-0.001577
0.005709,-0.006673
-0.003919,-0.004022
0.009641,0.008291
0.001112,0.007318
-0.000430,0.005658
0.001204,0.000905
-0.000288,-0.007465
0.006457,-0.032189
0.008804,-0.013966
0.008579,0.006617
0.002161,0.011495
-0.007292,0.002144
-0.006299,-0.003730
-0.000953,-0.001866
0.006399,0.006306
0.003371,0.010050
-0.005656,0.001602
-0.033482,-0.000122
-0.013026,-0.012889
0.009643,-0.010208
0.014685,0.002555
0.001379,0.011276
-0.004113,0.000326
-0.006540,-0.007294
-0.003315,-0.012062
-0.000935,-0.007735
0.004074,0.006309
0.004279,0.005453
-0.002895,0.009218
-0.007934,0.002654
0.000195,-0.004378
0.008055,-0.005035
0.007066,0.014656
-0.004026,0.012908
-0.008141,0.006158
-0.003680,-0.001225
0.004021,-0.007002
0.007426,-0.011455
0.014395,-0.013582
0.013527,-0.013750
-0.000597,-0.006726
-0.014817,0.010163
-0.011577,0.028615
0.000833,0.023068
0.004974,0.001753
-0.002332,-0.014559
-0.006865,-0.011884
-0.004155,-0.006325
0.014493,0.002210
0.021634,0.003292
0.007662,0.001444
-0.015228,-0.002146
-0.022694,-0.007889
-0.021287,-0.005842
-0.011810,-0.002312
0.000634,-0.001914
0.013339,0.000175
0.017924,-0.002326
0.011529,0.009320
-0.002101,0.011021
-0.010261,-0.000018
-0.004722,-0.011117
0.030989,-0.004907
0.025537,0.005897
-0.000446,0.011423
-0.023363,0.005435
-0.017201,-0.006594
-0.023350,-0.015396
0.006400,-0.017995
0.012829,-0.012033
0.000675,0.000684
-0.010179,0.012161
-0.004160,0.022796
0.000297,0.023869
-0.001294,0.019572
-0.005104,0.004237
-0.000830,-0.017170
0.015164,-0.019759
0.013269,-0.019709
0.001250,-0.011643
-0.009293,0.000351
-0.007984,0.012710
0.004343,0.024213
0.008416,0.017798
-0.001498,0.002344
-0.010584,-0.010579
-0.004843,-0.010209
-0.003676,0.010201
0.002867,0.016794
0.002364,0.010470
0.002012,-0.002170
0.000481,-0.011258
0.019891,-0.002521
0.006894,-0.001674
-0.002384,-0.000395
-0.003849,0.000865
-0.001219,0.001186
-0.003926,0.000331
-0.004808,0.001338
-0.006470,0.006639
-0.003852,0.008779
0.004360,-0.000834
-0.009738,0.017266
-0.010957,0.010325
-0.010961,0.008504
0.000282,-0.001271
0.012059,-0.012296
0.007374,-0.030721
-0.003946,-0.007857
-0.008659,0.009659
-0.002517,0.011205
0.004842,0.000595
0.005161,-0.011134
0.012895,-0.017542
0.017209,-0.008255
0.007481,0.008832
-0.011856,0.014884
-0.000982,0.033882
-0.006646,0.012677
-0.011307,-0.001985
-0.008589,-0.005718
0.006427,-0.004148
0.020115,-0.000826
0.026435,0.004884
0.039544,0.008649
0.064333,0.002868
0.084610,-0.012602
0.087414,-0.024284
0.080957,-0.016053
0.078854,0.007548
0.074197,0.024569
0.049638,0.022413
0.009881,0.003222
-0.022186,-0.024394
-0.040575,-0.045873
-0.054449,-0.049565
-0.055921,-0.039766
-0.031416,-0.031137
0.006392,-0.029848
0.033674,-0.027485
0.046256,-0.017838
0.052563,-0.007981
0.060146,-0.024168
0.047853,-0.025338
0.022829,-0.016147
-0.008327,0.006847
-0.031459,0.024046
-0.059506,0.048939
-0.033188,0.011491
0.001197,-0.016154
0.022118,-0.014708
0.016934,0.002334
0.014800,0.003122
-0.007719,0.011618
-0.013743,0.010072
-0.004942,-0.003140
0.008059,-0.013421
0.018345,-0.005129
0.024568,0.015762
0.027832,0.031928
0.030551,0.034388
0.032404,0.028201
0.031854,0.028492
0.032093,0.041144
0.037771,0.054696
0.046331,0.063535
0.045793,0.069525
0.006108,0.030877
-0.003967,0.013153
0.000546,-0.002354
0.007596,-0.006123
0.003749,-0.003831
-0.007924,-0.000845
-0.015011,0.004705
-0.009502,0.010643
0.005269,0.008002
0.020757,-0.001109
0.032382,0.000646
0.038157,0.019034
0.032323,0.031115
0.010281,0.018676
-0.018548,0.002079
-0.019753,-0.041107
-0.024818,-0.019360
-0.017952,-0.003824
-0.000938,0.002745
0.017477,0.007763
0.023398,0.008474
0.020482,0.007097
0.009124,-0.002900
-0.005048,-0.009809
-0.013756,-0.003192
-0.014053,0.028635
-0.001841,0.028500
0.007206,0.010750
0.004894,-0.010424
-0.002407,-0.018114
0.026012,-0.007249
0.021390,0.000550
0.013758,-0.000934
0.000530,-0.002698
-0.014409,0.001323
-0.025814,0.004729
-0.020544,-0.004070
-0.011316,-0.014117
-0.006284,-0.014702
0.004657,0.000818
0.003285,-0.025840
0.030332,0.006151
0.024539,0.023329
-0.004661,0.016253
-0.025638,-0.009837
-0.021168,-0.004005
-0.005856,-0.014382
0.007471,-0.011218
0.009160,-0.001220
0.000198,0.010866
0.015401,0.033479
0.008702,0.024148
0.006167,0.006971
0.003137,-0.005472
-0.004738,-0.011443
-0.041730,-0.032600
-0.033556,-0.025548
-0.004663,-0.003963
0.018827,0.016822
0.016482,0.015647
-0.003802,-0.010538
-0.004712,-0.019858
0.006569,-0.007283
0.011052,0.010549
0.001169,0.013099
0.014381,-0.008075
0.001371,-0.013285
-0.006920,-0.007958
-0.008926,0.003341
-0.001759,0.011079
-0.012433,0.024984
0.010648,0.011454
0.023186,-0.002674
0.012894,-0.009759
-0.012169,-0.005066
-0.001878,0.017714
-0.012951,0.019858
-0.011662,0.006560
-0.002053,-0.009885
0.009767,-0.013031
0.016524,-0.020206
0.014748,-0.010305
0.004630,-0.003346
-0.005930,0.003183
-0.008493,0.006368
-0.019603,0.009291
-0.016601,0.006013
-0.013074,0.005958
-0.003615,0.004910
0.011074,-0.003776
0.034718,-0.005491
0.032578,-0.001866
0.014699,0.010835
-0.008628,0.014008
-0.021522,-0.000910
-0.021559,-0.019715
-0.007006,-0.028107
0.003296,-0.016278
0.003765,0.006320
0.000395,0.021240
-0.016689,0.012099
-0.014333,-0.002253
-0.009075,-0.007656
-0.000005,-0.001577
0.010471,0.005390
0.014488,0.019698
0.004343,0.011657
-0.007142,-0.000475
-0.007490,-0.007163
0.001145,-0.005564
0.008009,-0.021747
0.009672,-0.011265
0.004202,-0.000675
-0.004087,0.004971
-0.007508,0.004660
-0.005598,0.002184
0.002060,0.000405
0.003235,-0.000750
-0.000464,-0.001339
-0.002283,-0.000926
0.007739,0.011372
0.008768,0.017687
0.010594,0.018242
0.004052,0.004825
-0.010131,-0.015520
-0.026966,-0.019739
-0.011305,-0.011105
0.007748,0.004172
0.012388,0.008443
0.002077,0.001337
0.005628,-0.007356
-0.002408,-0.005944
-0.003704,-0.007925
0.000302,-0.009749
0.003231,0.001639
