V, H 
0.019418,-0.006043
0.002968,0.002427
-0.005183,0.003979
-0.004664,0.000269
0.000577,-0.003241
0.005685,-0.007299
0.006705,-0.004111
0.001020,0.000247
-0.005238,0.003066
-0.004419,0.002460
-0.005263,0.011302
-0.001519,0.005706
-0.002324,0.000146
-0.001735,-0.003771
0.001885,-0.003138
0.010322,0.000074
0.008663,0.001329
0.005383,-0.002550
0.000455,-0.004801
-0.005453,-0.000378
-0.013616,-0.002129
-0.012006,0.000755
-0.004262,-0.000267
0.005555,-0.001195
0.008591,-0.000329
0.006606,-0.000682
-0.002348,0.000218
-0.006373,0.000858
-0.003426,0.001101
0.003343,0.000030
-0.000097,0.000341
0.001954,-0.001438
0.001114,-0.001312
-0.001143,0.000591
-0.001933,0.001850
0.000693,0.010734
0.003282,0.006938
0.004156,0.002250
0.002461,-0.001849
-0.002143,-0.003737
-0.009849,-0.004733
-0.012137,-0.003818
-0.009631,-0.002114
-0.002709,-0.000175
0.008559,0.001033
0.021590,-0.019393
0.015654,-0.009332
0.002944,0.001142
-0.005385,0.005979
-0.007867,0.004877
-0.013657,0.029424
-0.007991,0.016867
-0.002637,0.003894
0.002684,-0.005251
0.005855,-0.008506
0.019368,-0.014955
0.008453,-0.010938
-0.004291,-0.005395
-0.010578,0.000243
-0.004247,0.005141
-0.001436,-0.000216
0.009938,0.005379
0.010889,0.006735
0.003768,0.002743
-0.007080,-0.004315
-0.009327,-0.007867
-0.013035,-0.008507
-0.007349,-0.003079
0.001788,0.002986
0.007943,0.005025
0.007280,0.005456
0.007759,0.003583
0.005664,0.002676
0.001170,0.001487
-0.004648,-0.001552
-0.015241,0.000260
-0.015742,-0.003772
-0.008274,-0.004375
0.003379,-0.001407
0.010740,0.002701
0.011306,0.000887
0.006457,0.004394
0.002541,0.004797
-0.000616,0.001374
-0.003708,-0.003568
-0.002802,-0.006732
-0.001519,-0.006707
-0.000581,-0.004170
-0.000810,-0.001050
-0.000283,0.003213
-0.000108,0.007260
0.004530,0.009832
0.004975,0.005927
0.000667,-0.001393
-0.003479,-0.006573
0.001082,-0.007153
-0.003648,-0.005285
-0.006611,-0.001687
-0.002950,0.001808
0.004389,0.003187
0.004466,0.001093
0.004964,-0.000037
0.003681,0.001378
0.000466,0.002786
-0.003610,0.000201
0.001436,-0.004520
0.000367,-0.005352
-0.002653,-0.001949
-0.004215,0.001267
-0.000285,0.002400
-0.002083,0.003986
0.002830,0.006063
0.003115,0.006382
0.001055,0.002788
-0.001136,-0.004103
-0.002589,-0.005964
-0.009197,-0.008675
-0.010039,-0.005026
-0.001980,0.001514
0.008173,0.005770
0.010072,0.002972
0.008268,0.002219
0.002763,0.001957
-0.002161,0.001277
-0.004457,-0.001346
-0.006868,-0.006233
-0.003678,-0.006107
0.001689,-0.003127
0.004255,0.000565
0.001531,0.003496
0.002407,0.006685
-0.001831,0.005691
-0.003490,0.000851
-0.002835,-0.004345
0.000909,-0.004137
0.000475,0.001345
0.004694,0.008040
0.003724,0.009761
-0.000175,0.003839
-0.003679,-0.006992
-0.007703,-0.019967
-0.004469,-0.018487
0.000607,-0.009609
0.002896,0.001202
0.001654,0.010330
0.002918,-0.000249
-0.000011,0.002383
-0.003139,0.001369
-0.003085,-0.001004
0.000955,-0.001852
0.000091,-0.004574
0.002104,-0.003542
0.002166,-0.002689
0.001409,-0.000563
-0.000568,0.002536
0.006174,0.002009
0.000183,0.001703
-0.003132,0.000802
-0.001805,-0.000043
0.001498,-0.001123
-0.002877,-0.008811
-0.002529,-0.006308
-0.001227,-0.001820
0.001256,0.001794
0.002311,0.003104
0.002843,0.002488
-0.000500,0.003020
-0.001988,0.002999
-0.000792,0.000377
0.001423,-0.002994
0.003340,-0.004872
