V, H 
-0.008593,0.004513
0.004598,-0.005369
0.007035,-0.008988
0.001148,-0.003358
-0.005302,0.006169
-0.004984,0.010414
0.001643,0.010376
0.013107,0.007907
0.011258,0.003085
-0.007259,-0.006038
-0.017459,-0.015226
-0.009783,-0.014352
0.002014,-0.001885
0.004071,0.009556
0.001077,0.008905
0.018748,-0.004284
0.019438,-0.014082
0.008038,-0.011060
-0.008310,0.002130
-0.012754,0.011492
-0.013343,0.006272
-0.007584,0.003526
-0.003300,0.001135
0.001163,-0.002907
0.004713,-0.004137
0.006583,0.000937
0.000821,0.007923
-0.005448,0.006280
-0.003541,-0.001130
0.003077,-0.006217
-0.012068,-0.000432
-0.013056,-0.001157
-0.009406,-0.004114
-0.000842,-0.004298
0.008614,0.001364
0.032044,-0.002780
0.027907,0.000121
0.011135,-0.000235
-0.007785,-0.000558
-0.016204,-0.000071
-0.009733,0.011858
-0.005960,0.013198
-0.001343,0.012268
0.000801,0.006032
0.001122,-0.005676
0.005380,-0.025822
0.010770,-0.051329
0.018287,-0.064524
0.034475,-0.052431
0.048808,-0.022008
0.032934,0.001804
0.011721,0.008168
-0.008440,-0.001120
-0.014114,-0.007535
-0.004940,-0.002779
0.015773,0.003266
0.043182,-0.010990
0.069312,-0.051609
0.086832,-0.084987
0.082694,-0.071249
0.077294,-0.030852
-0.006081,0.006020
-0.072127,0.008119
-0.051152,-0.000478
0.038835,-0.004100
0.073148,-0.008430
0.045232,-0.011253
0.005607,-0.001154
-0.007598,0.010904
-0.017727,0.007192
-0.027609,0.005451
-0.016381,0.005035
0.001504,0.015856
0.005696,0.014518
0.002066,-0.006285
0.008215,-0.005165
0.016182,-0.013048
0.008968,-0.006541
-0.009003,0.003064
-0.015232,0.007625
-0.028462,-0.012093
-0.007377,-0.008613
0.006318,0.000089
0.008981,0.008986
0.002398,0.006767
0.015475,0.002707
0.003010,-0.005067
-0.004368,0.000705
-0.006749,0.003734
-0.001930,-0.000783
-0.006071,-0.020927
0.005461,-0.007311
0.009757,0.007177
0.005181,0.009820
-0.005409,0.000488
-0.010936,0.003063
-0.012274,-0.002259
-0.003910,-0.001683
0.005759,0.001944
0.007384,0.002815
-0.001305,0.002927
-0.005943,-0.000973
