V, H 
0.094629,-0.026345
0.047676,0.000331
0.006645,0.008244
-0.010664,0.001395
-0.011434,-0.005272
-0.009158,-0.009533
-0.036282,-0.003227
-0.018363,0.003418
0.019325,0.005371
0.023249,0.000847
0.012070,-0.006409
0.020350,-0.009113
0.031048,-0.007620
0.019232,-0.010546
-0.002409,-0.017346
-0.006881,-0.019087
0.016705,-0.015995
0.047884,-0.013729
0.053166,-0.010444
0.036888,-0.002926
0.047954,0.020131
0.044065,0.012340
0.022851,-0.003247
-0.014409,-0.012891
-0.034504,-0.007718
-0.018002,0.011516
0.016690,0.035423
0.041772,0.051252
0.046348,0.051394
0.040552,0.037838
0.025471,-0.013957
0.016729,-0.018579
0.004664,-0.007585
-0.001813,0.005886
-0.004429,0.011332
-0.015152,0.008946
-0.040340,-0.001665
-0.081389,-0.016512
-0.128154,-0.021811
-0.138345,-0.014123
-0.049607,-0.025033
0.060718,-0.031631
0.103333,-0.028045
0.029981,-0.002663
-0.078201,0.025627
-0.115830,0.036712
-0.071800,0.028633
-0.014503,0.009351
-0.004221,-0.006202
-0.034106,-0.007585
-0.082246,0.007133
-0.045381,-0.000546
0.007769,-0.013394
0.025133,-0.012240
0.009988,0.005494
0.002491,0.020685
0.019859,0.019274
0.048417,0.005100
0.068313,-0.009916
0.065958,-0.013933
0.049918,-0.024469
0.004368,-0.011806
-0.020244,-0.002037
-0.007027,0.005490
0.016564,0.005676
0.030920,-0.016494
-0.011401,-0.006654
-0.035019,0.013019
-0.016608,0.021664
0.019923,0.004342
0.043105,-0.032371
0.038164,-0.062096
0.023453,-0.062512
0.033616,-0.036919
0.063279,-0.004613
0.078713,0.020647
0.067920,0.026370
0.034524,0.009338
-0.012869,-0.013523
-0.045112,-0.018155
-0.038714,-0.012198
-0.033552,0.004156
-0.038356,0.011918
-0.018148,0.007399
0.031476,-0.006347
0.016904,-0.022368
-0.005229,-0.017625
-0.032949,0.002012
-0.019400,0.019036
0.016726,0.013047
0.040852,-0.016470
0.053793,-0.048078
0.058425,-0.061775
0.044380,-0.053137
0.016168,-0.032395
0.041656,-0.014884
0.017346,-0.010478
-0.010059,-0.003719
-0.030763,0.008617
-0.017961,0.010724
0.041438,-0.005143
0.112405,-0.027267
0.139541,-0.043222
0.100241,-0.049423
0.029168,-0.045656
-0.003925,-0.036791
0.028955,-0.032987
0.081091,-0.039720
0.100009,-0.054653
0.082520,-0.069543
0.055331,-0.072839
0.039077,-0.062411
0.034885,-0.052748
0.049341,-0.058986
0.086647,-0.076735
0.039368,-0.037341
-0.011126,-0.025550
-0.045995,-0.003500
-0.008257,0.011268
0.035863,0.011956
0.029515,0.005826
0.007114,0.005651
0.007249,0.015970
0.021636,0.025223
0.027947,0.022200
0.020375,0.000690
0.008080,0.000273
-0.002154,0.009927
-0.003135,0.016374
-0.000624,0.003254
0.000436,0.004010
0.010956,-0.026980
0.031566,-0.029873
0.025866,-0.003383
-0.015701,0.026473
-0.052688,0.033762
-0.048952,0.012956
-0.005716,-0.017279
0.054432,-0.027435
0.099650,-0.012728
0.093790,0.004105
0.042421,0.009818
0.007309,0.008074
0.027563,0.000159
0.073055,-0.015406
0.095356,-0.031115
0.081655,-0.034621
0.054217,-0.022780
0.037782,-0.003378
0.029750,0.013538
0.012655,0.021860
-0.004911,0.020420
0.002098,0.011262
0.029009,0.000089
0.050412,-0.004144
0.059866,0.001392
0.062605,0.008358
0.059060,0.008102
0.053866,0.002397
0.045085,-0.001772
0.049375,-0.018900
0.019115,-0.011043
-0.004574,0.006365
-0.023629,0.018946
-0.019996,0.007780
0.029085,-0.022047
0.088749,-0.046856
0.098057,-0.048852
0.046767,-0.030041
-0.021643,-0.012598
-0.077468,-0.002237
-0.052231,-0.015801
0.002321,-0.015075
0.038314,0.000679
0.030610,0.013733
0.031180,-0.009069
-0.039483,-0.009567
-0.082013,-0.007081
-0.053660,0.001512
0.042931,0.008788
0.086771,0.019424
0.082152,0.010787
0.000534,0.003841
-0.057124,0.000214
-0.035264,-0.005020
0.015554,-0.001811
0.009878,-0.000282
-0.030677,0.002412
-0.038307,-0.000746
0.004773,-0.004414
0.042974,-0.021069
0.055994,-0.003940
0.027985,0.007801
-0.014896,0.004538
-0.038043,-0.004144
-0.034868,0.031804
-0.012910,0.035702
0.010320,0.024604
0.017711,-0.000077
0.000351,-0.022716
-0.015472,-0.037512
0.007959,-0.035896
0.076932,-0.006629
0.144835,0.029653
0.143234,0.031574
0.090481,0.024104
-0.009129,-0.016059
-0.055696,-0.028130
-0.036108,-0.011228
0.019030,0.017359
0.081902,0.038058
0.125249,0.043947
0.118068,0.042735
0.070953,0.042150
0.029738,0.038011
0.020417,0.025421
0.037615,0.011067
0.061388,0.002721
0.073121,-0.003753
0.062625,-0.015954
0.000291,-0.040783
-0.035261,-0.031053
-0.032277,-0.005523
0.008593,0.014543
0.035269,0.016835
0.041232,0.017516
0.021570,0.001982
0.011171,-0.006109
-0.004994,-0.003075
-0.019298,0.003048
0.025593,0.013772
0.040711,0.009092
0.022808,-0.000032
-0.009817,-0.007316
-0.023746,-0.005339
-0.029956,0.003594
-0.047939,0.011135
-0.063461,0.013122
-0.046210,0.012496
0.016320,0.014388
0.101289,0.020568
0.155820,0.029210
0.142393,0.035357
0.086418,0.033772
0.045074,0.025838
0.025797,0.001222
0.027253,-0.000980
0.016816,0.000710
0.002616,0.003569
-0.011028,0.002337
-0.030602,0.008961
-0.052362,0.000404
-0.035899,0.000457
0.011583,0.004685
0.040899,0.001325
0.035779,-0.006870
0.022653,-0.007695
0.028444,0.000012
0.068244,0.009083
0.121464,0.016099
0.104161,0.015644
0.059520,0.018338
-0.005776,0.012176
-0.037620,-0.001600
-0.020851,-0.012247
0.001013,-0.009293
0.002731,-0.011722
-0.002860,-0.009703
0.002283,-0.000520
0.004108,0.009310
-0.004862,0.006081
-0.006395,0.004289
0.009755,0.002253
0.014665,-0.000014
-0.002630,-0.002997
0.004368,0.008026
0.002357,0.008033
-0.004269,0.002787
-0.013151,-0.005131
-0.009084,-0.006774
0.024147,0.001084
0.092266,0.012739
0.160353,0.020719
0.172480,0.023387
0.124813,0.024788
0.050237,0.009646
0.000591,0.016988
-0.018224,0.020146
-0.005640,0.010745
0.010119,-0.012303
0.013155,-0.035575
0.013239,-0.042509
0.020737,-0.033017
0.040060,-0.022854
0.057788,-0.019673
0.039051,-0.006717
0.008106,0.003882
-0.013423,0.011286
-0.012506,0.006404
-0.002100,-0.007799
0.019924,-0.013773
0.068639,0.000027
0.116452,0.018935
0.104983,0.021443
0.034756,0.006180
-0.026410,-0.011769
-0.031601,-0.018910
0.011117,-0.012576
0.057861,-0.001216
0.063365,0.003838
0.057583,-0.017456
0.033585,-0.012644
0.018138,0.000510
-0.007166,0.010515
-0.031181,0.006640
-0.013375,-0.005021
0.051147,-0.009593
0.106900,-0.001910
0.102402,0.006744
0.045835,-0.000525
-0.011877,-0.025941
-0.028646,-0.049915
0.010964,-0.045002
0.085736,-0.005033
0.120860,0.033867
0.044427,0.049938
-0.028013,0.009425
-0.040826,-0.021523
0.000066,-0.019240
0.035051,0.004665
0.019280,0.012040
0.002188,0.020315
0.002042,0.016849
0.016126,0.005746
0.007035,-0.012668
-0.014730,-0.018588
-0.028575,-0.018435
-0.010877,0.000509
0.001067,0.013547
0.003148,0.006416
0.035236,-0.002037
0.091741,0.003214
0.113213,0.004923
0.092079,-0.008095
0.067236,-0.013621
0.063195,-0.029283
0.017168,0.001838
-0.031916,0.014270
-0.044459,0.004694
0.000237,-0.008120
0.033993,-0.002171
0.043516,-0.001977
0.005412,-0.000528
-0.031321,0.002843
-0.029400,0.003133
0.011792,-0.003472
0.063039,-0.012289
0.092480,-0.017367
0.086812,-0.016110
0.050164,-0.010298
0.014985,-0.017973
-0.026226,-0.011840
-0.026570,-0.005913
0.004855,-0.000381
0.026312,0.006537
0.001510,0.022314
-0.002235,0.016685
0.006441,0.002837
0.007364,-0.006060
-0.002611,-0.006704
-0.008959,-0.006758
-0.016072,-0.007344
-0.038356,-0.000126
-0.067410,0.017042
-0.074453,0.031676
-0.044720,0.031968
0.009872,0.023423
0.054310,0.023040
0.052817,0.038398
0.027909,0.054840
0.026865,0.045826
0.056326,0.018442
0.035076,-0.007331
-0.027340,-0.014226
-0.052450,-0.005656
-0.002890,0.002276
0.055899,0.011603
0.065877,0.006674
0.014210,-0.007742
-0.048437,-0.013011
-0.087549,0.002476
-0.117148,0.028637
-0.137843,0.044371
