mV, mH, stdV, stdH, varV, varH, mdV, mdH, zcrV, zcrH, rmsV,             corrV1, corrV2, corrV3, corrV4, corrV5, corrV6, corrV7, corrV8, corrV9, corrV10, corrV11, corrV12,             corrH1, corrH2, corrH3, corrH4, corrH5, corrH6, corrH7, corrH8, corrH9, corrH10, corrH11, corrH12,             ps1, ps2, ps3, ps4, ps5, ps6, ps7, ps8, ps9, ps10, ps11, ps12,             sEntropyV, sEntropyH, CfV, CfH, SfV, SfH, WfV, WfH, KfV, KfH, CtV, CtH, StV, StH, WtV, WtH, KtV, KtH, class
-0.154668,0.560855,-0.377609,-0.384735,-0.290809,-0.267003,-0.490616,-0.407058,0.693651,-0.719879,-0.388427,-0.404800,-2.196813,-0.675875,0.329279,0.859563,0.547799,-0.295032,-0.613135,-0.717526,-0.564693,-0.232297,0.036196,0.121512,0.299152,0.144234,-0.139787,-0.249862,-0.233419,0.080765,0.219640,0.254464,0.312456,0.346862,0.144561,-0.043117,-0.290225,-0.256826,-0.224255,-0.410667,-0.577750,-0.543144,-0.567392,-0.671966,-0.308022,-0.069773,-0.711488,-1.060234,1.643037,0.199117,-0.049172,-0.171447,-0.085740,-0.454839,-0.229361,0.259516,0.395663,-1.689406,-1.701753,-1.684465,-1.680885,-6.035041,-5.355874,6.154842,5.381142,Run
-0.075241,0.435774,-0.868913,-0.480033,-0.408961,-0.277500,-0.801008,-0.509443,1.711006,0.599900,-0.775227,-0.501790,0.186832,0.296787,0.267989,0.048894,-0.247979,-0.293931,-0.163532,-0.037238,-0.006597,-0.053071,-0.138913,-0.220361,0.058658,-0.072748,-0.183960,-0.152576,-0.011874,0.203894,0.183633,0.135197,0.129165,0.156741,0.122351,0.062162,-0.290149,-0.254940,-0.214665,-0.422154,-0.595432,-0.350860,-0.465365,-0.424231,-0.409127,-0.550230,-0.973552,-0.880239,1.419844,-0.029693,0.330535,0.228314,0.267787,-0.557572,-0.722927,0.008618,0.269464,-1.598026,-1.580875,-1.579476,-1.594689,-1.683865,-3.075142,1.411341,3.066409,Run
-0.133043,0.529229,-0.780390,-0.399643,-0.393135,-0.268876,-0.742747,-0.380474,1.202328,0.599900,-0.703471,-0.420793,0.957245,0.891177,0.514950,0.271386,-0.014629,-0.166985,-0.183151,-0.148462,-0.267153,-0.270186,-0.119184,-0.024506,-0.210947,-0.432147,-0.533819,-0.523878,-0.426254,0.235625,0.467506,0.465431,0.390658,0.137531,-0.088491,-0.012818,-0.286603,-0.255822,-0.217228,-0.390670,-0.553216,-0.503395,-0.797363,-0.601706,-0.667779,-0.582724,-0.690434,0.094289,1.247954,0.238618,-0.279709,-0.352817,-0.356109,-0.312450,-0.379787,0.595328,0.813324,-1.513083,-1.513744,-1.512977,-1.511592,-1.062818,-1.238979,0.908100,1.189476,Run
0.040761,0.096435,-0.546370,-0.368976,-0.339733,-0.264928,-0.586211,-0.342867,-0.323704,-0.279953,-0.517760,-0.383427,0.128607,0.272529,0.373789,0.341263,0.165024,0.063436,0.073873,0.106368,0.055305,-0.041300,-0.082483,-0.050174,-0.136540,-0.180791,-0.175087,-0.115504,-0.050088,-0.079767,-0.118838,-0.181752,-0.261193,-0.256384,-0.102612,-0.119303,-0.270329,-0.207753,-0.121283,-0.142893,-0.494821,-0.611622,-0.436207,-0.036936,-0.321232,-0.641020,-0.636913,-0.003505,0.307410,-0.715467,0.934622,0.917362,0.917364,-0.641424,-0.951982,-0.164465,-0.199182,-1.438741,-1.429417,-1.430231,-1.438429,-0.334805,-0.553452,0.265013,0.524649,Run
0.634605,0.026021,-0.399761,-0.368946,-0.297728,-0.264924,-0.410948,-0.363798,-2.358414,-0.719879,-0.235622,-0.376782,-0.101650,0.092062,-0.024425,-0.547006,-1.026826,-0.911786,-0.681949,-0.661093,-0.692460,-0.543164,-0.287262,-0.057647,0.143243,-0.028930,-0.207883,-0.260614,-0.204931,0.175768,0.293869,0.266077,0.156457,-0.113209,-0.297640,-0.260386,-0.153943,-0.245389,-0.205261,-0.289684,-0.541602,-0.730721,-0.833865,-0.618133,-0.789515,-0.595039,-0.693947,-0.702011,-0.553229,0.067520,-1.186931,-1.045507,-1.136615,2.611943,1.898921,-1.095029,0.356666,-1.346602,-1.364965,-1.365525,-1.347360,-0.286566,-0.112003,0.234812,0.095936,Run
0.657054,0.516616,-0.289595,-0.413379,-0.261830,-0.270527,-0.213065,-0.402414,-0.832381,0.599900,-0.154374,-0.434560,0.419178,0.464643,0.325507,-0.006875,-0.296548,-0.253860,-0.085315,0.057712,0.144499,0.161570,0.171849,0.270282,-0.669720,-0.413105,-0.130478,0.011970,0.049869,-0.032912,0.031653,0.037375,-0.032690,-0.176754,-0.142184,0.024158,-0.040884,-0.141096,-0.157335,0.021883,-0.481461,-0.413073,-0.346481,-0.053355,0.037580,-0.697277,-1.036018,-0.850207,-1.019538,-1.544505,1.352926,1.440416,1.334638,-0.559927,-1.072150,-0.454926,-0.759587,-1.287204,-1.281401,-1.283245,-1.287723,0.049924,-0.091254,-0.067944,0.078094,Run
0.188537,0.680538,-0.370680,-0.258525,-0.288614,-0.247695,-0.349202,-0.241642,0.184974,-0.719879,-0.361284,-0.277369,0.308301,0.218131,-0.019802,-0.357248,-0.320659,0.254781,0.716225,0.827353,0.588684,0.169142,-0.086964,-0.126728,0.189387,0.358199,0.029687,-0.154689,-0.272826,0.132072,0.398697,0.355028,0.127001,-0.280911,-0.372320,-0.308357,-0.289689,-0.252813,-0.212773,-0.239817,-0.127379,-0.248754,-0.123116,-0.211892,-0.506343,-0.623049,-0.364658,-0.440527,-0.163786,1.016676,-0.815552,-0.874475,-0.769786,-0.254924,1.462984,0.885034,-0.405405,-1.206648,-1.197956,-1.199234,-1.207789,0.028705,0.074843,-0.048941,-0.079763,Run
0.169883,0.457249,-0.465889,-0.216732,-0.317490,-0.239945,-0.425561,-0.220486,-0.323704,1.039826,-0.437017,-0.247302,-1.101728,-1.157778,-0.986659,-0.646460,-0.315296,-0.071969,0.220284,0.357171,0.105007,-0.322972,-0.446960,-0.368285,2.885646,2.338867,0.845274,-0.064068,-0.359700,0.424736,0.561661,0.320621,-0.417373,-0.930731,-0.381025,0.061285,-0.247234,-0.234925,-0.181506,-0.075291,-0.310559,-0.627840,-0.674996,-0.626792,-0.686137,-0.251661,-0.473991,-1.068192,-0.048485,0.350597,-0.661528,-0.656526,-0.763331,0.196230,-0.063696,0.706016,0.928510,-1.125316,-1.130926,-1.132289,-1.125966,0.073952,0.058804,-0.086000,-0.066366,Run
0.497756,1.082743,-0.483645,-0.194548,-0.322568,-0.235556,-0.371638,-0.170931,-0.832381,0.599900,-0.349167,-0.176411,0.252023,0.301206,0.302386,0.061747,-0.370956,-0.574667,-0.497962,-0.328171,-0.230701,-0.316332,-0.431064,-0.358802,0.013120,0.058454,-0.131568,-0.111544,0.187446,0.453329,0.275915,0.165431,0.136497,0.199700,0.168127,-0.007803,-0.114022,-0.188154,-0.210381,-0.282227,-0.642731,-0.322250,0.385480,-0.410525,-0.711923,-0.606406,-0.876710,1.692534,-0.109351,0.089888,-0.928127,-0.873794,-0.896544,0.993059,1.021810,0.232941,0.926343,-1.040142,-1.040028,-1.041975,-1.041745,0.172841,0.210217,-0.170775,-0.210133,Run
0.217509,0.875984,-0.210840,-0.267286,-0.233889,-0.249234,-0.196267,-0.237258,-0.832381,-0.719879,-0.234534,-0.267243,0.216061,0.230010,0.215296,0.076377,-0.141094,-0.235867,-0.251403,-0.209076,-0.113996,-0.066746,-0.162499,-0.336196,0.135353,0.172952,-0.044491,-0.164041,-0.007519,0.429340,0.459623,0.382901,0.250145,0.051420,0.078509,0.096776,-0.261297,-0.148188,-0.194674,-0.164311,0.304007,-0.179981,-0.199133,-0.440932,-0.536206,-0.597976,-1.003472,-0.676625,-0.273664,-0.390967,0.351370,0.320794,0.294422,-0.531276,-0.910534,0.343643,0.657702,-0.981991,-0.991279,-0.993329,-0.983362,0.198090,0.204223,-0.193037,-0.205803,Run
