V, H 
0.013604,0.003723
-0.013363,-0.002517
-0.019940,-0.009704
-0.005540,-0.009630
0.013814,0.003724
0.007143,0.042324
0.008880,0.037966
0.006027,0.013891
0.001905,-0.010900
-0.003609,-0.022179
0.018654,-0.051284
0.005382,-0.034353
-0.004829,-0.009267
-0.006090,0.011750
-0.000504,0.018917
-0.012061,0.011601
-0.008186,0.000368
-0.005468,-0.008210
-0.000045,-0.008252
0.006157,0.002249
-0.000539,0.011796
-0.001714,0.011769
0.001284,0.003276
0.006036,-0.002425
0.003120,-0.004774
0.007078,-0.013025
-0.004855,-0.013509
-0.008011,-0.007248
-0.002364,0.003009
0.005168,0.010532
0.000805,0.043418
0.003884,0.023690
0.004560,-0.005097
0.000793,-0.022140
-0.005267,-0.012475
-0.002910,-0.032786
0.008255,-0.008051
0.011633,0.002500
0.000955,0.004119
-0.009735,0.002396
-0.008825,-0.009060
-0.004992,-0.009456
0.002932,-0.001194
0.011364,0.009765
0.005570,0.008275
-0.033104,0.000174
-0.045484,-0.012971
-0.033587,-0.010177
0.000832,0.002744
0.036538,0.011315
0.051462,0.012229
0.020356,0.002851
-0.012195,-0.005756
-0.014937,-0.006697
0.001077,0.000509
0.005432,-0.001480
-0.004298,0.001175
-0.007793,-0.002305
0.000677,-0.004600
0.006874,-0.000722
0.011852,-0.004952
0.007486,-0.000660
0.001827,-0.002947
-0.006146,-0.007355
-0.007098,-0.003277
-0.007982,-0.010640
0.002985,0.010068
0.001616,0.016637
-0.004606,0.004866
-0.003929,-0.010906
0.003935,-0.020665
0.012449,-0.027635
0.012942,-0.032571
0.006913,-0.030827
0.011386,-0.025002
0.019234,0.017502
0.031963,0.008446
0.020885,-0.007350
-0.005707,-0.017620
-0.024596,-0.007325
-0.022546,0.023849
-0.005830,0.054158
0.011070,0.056960
0.016325,0.026009
0.004219,-0.012888
-0.004753,-0.044119
-0.012131,-0.024923
-0.001978,0.002068
0.005349,0.015892
0.003222,0.011137
0.001134,0.016992
0.008398,0.005625
0.006958,0.003538
-0.001345,0.003141
-0.005316,-0.002177
0.001296,-0.006033
-0.007276,-0.010222
-0.009838,-0.005403
-0.000701,0.005239
0.007629,0.009484
0.005087,0.008460
0.005598,-0.004470
-0.002342,-0.008690
-0.014206,-0.001357
-0.006879,0.007398
0.015652,0.017471
0.027941,0.009203
0.020751,0.000008
0.007672,-0.004728
-0.013348,-0.003953
-0.014780,-0.008981
-0.031978,-0.005709
-0.019629,-0.003122
0.006738,-0.000060
0.021790,0.003785
0.014030,0.027585
0.011608,0.020279
0.003950,0.004371
-0.007253,-0.010335
-0.008355,-0.012481
-0.029205,0.005495
-0.021331,0.014390
-0.007229,0.008937
0.012406,-0.004609
0.015879,-0.011500
0.000585,-0.028573
-0.010536,-0.016797
-0.007926,-0.002492
-0.001231,0.007762
0.005631,0.008712
0.018104,-0.008505
0.021427,-0.013371
0.012988,-0.008375
-0.001797,0.006432
-0.013549,0.014506
-0.020312,0.030205
-0.018212,0.005949
-0.010354,-0.006640
-0.001329,-0.005744
0.008511,-0.000942
0.016595,-0.013566
0.028252,-0.003214
0.031232,0.001518
0.017122,0.000692
-0.018916,0.000635
-0.020091,0.006210
-0.033134,0.002989
-0.017493,0.000851
0.005250,0.001427
0.019787,0.000087
-0.002319,0.003061
0.001812,-0.002221
0.007626,-0.002303
0.008582,0.001804
-0.001380,0.004087
0.003305,0.040427
-0.004670,0.021303
-0.001380,-0.006393
0.003894,-0.021318
0.001321,-0.009477
0.000834,0.015885
0.020235,0.034367
0.047898,0.040611
0.055996,0.040095
0.045362,0.039629
0.048161,-0.002234
0.026332,0.001046
-0.000774,-0.002074
-0.014214,-0.006209
-0.009275,-0.001356
-0.005375,-0.004840
-0.005799,-0.001313
-0.006686,-0.003221
-0.000126,-0.001410
0.005569,0.003647
0.007041,0.002297
0.023420,-0.009510
0.057593,-0.024525
0.083321,-0.031220
0.088184,-0.024806
0.045775,0.002426
