V, H 
0.041172,-0.016972
0.027844,-0.011765
0.020387,0.001001
0.003852,0.013068
-0.024016,0.008744
0.038311,-0.004404
0.059203,-0.017380
0.042769,-0.009298
-0.013149,0.006645
-0.045716,0.011902
-0.036823,0.012605
-0.027888,0.009493
-0.023968,0.003407
-0.014884,-0.008359
0.015265,-0.010640
0.051475,0.006099
0.061843,0.025789
0.064373,0.027510
0.084910,0.011546
0.083651,-0.001862
-0.006196,-0.000874
-0.085556,0.011661
-0.091357,0.014697
-0.004923,0.005139
0.085307,-0.009526
0.100887,-0.014329
0.054861,-0.015623
0.012200,-0.004318
-0.011382,0.006402
-0.024110,0.008144
-0.011726,-0.000753
-0.017495,-0.003825
-0.017448,-0.006239
-0.008536,-0.005012
0.006146,0.001838
0.037333,0.013239
0.095829,0.025440
0.127493,0.030886
0.068497,0.026561
-0.024795,0.018046
-0.077669,0.011882
-0.043876,-0.005893
0.024593,-0.015052
0.057206,-0.003715
0.010453,0.013163
-0.048376,0.011498
-0.070335,-0.008445
-0.102884,-0.020532
-0.139813,-0.004510
-0.110931,0.032517
-0.042470,0.066154
-0.031779,0.071041
-0.086612,0.038355
-0.109957,-0.007861
-0.057072,-0.031070
-0.018598,-0.029531
-0.002110,-0.010787
0.008326,-0.001094
0.023777,0.000465
0.006164,0.003824
-0.036157,0.007591
-0.050204,0.003739
-0.049770,-0.006563
-0.086755,-0.011823
-0.137520,-0.001028
-0.107115,0.006631
-0.071444,0.016990
-0.026592,0.007193
0.016347,-0.005411
0.039383,-0.008181
0.042306,-0.010592
0.053783,-0.017536
0.063227,-0.019273
0.046864,-0.016119
0.038081,-0.020674
0.064994,-0.032654
0.091678,-0.038039
0.083684,-0.031787
0.048797,-0.023009
0.011918,-0.019083
-0.001185,-0.016719
0.017613,-0.012748
0.058401,-0.008115
0.103887,-0.000732
0.117759,0.008092
0.066661,0.030965
0.011460,0.020604
-0.021216,0.002304
-0.027427,-0.011381
-0.002654,-0.010506
0.026374,-0.007569
