mV, mH, stdV, stdH, varV, varH, mdV, mdH, zcrV, zcrH, rmsV,             corrV1, corrV2, corrV3, corrV4, corrV5, corrV6, corrV7, corrV8, corrV9, corrV10, corrV11, corrV12,             corrH1, corrH2, corrH3, corrH4, corrH5, corrH6, corrH7, corrH8, corrH9, corrH10, corrH11, corrH12,             ps1, ps2, ps3, ps4, ps5, ps6, ps7, ps8, ps9, ps10, ps11, ps12,             sEntropyV, sEntropyH, CfV, CfH, SfV, SfH, WfV, WfH, KfV, KfH, CtV, CtH, StV, StH, WtV, WtH, KtV, KtH, class
-0.542896,-0.079795,-0.872034,-0.738470,-0.674551,-0.771322,-0.996534,-0.797494,1.613160,0.445216,-0.874976,-0.741648,-0.093802,-0.743344,-0.453889,0.320590,0.340802,-0.070948,0.141685,0.223633,-0.118744,-0.296238,-0.117944,0.121972,-1.416413,-1.187304,-0.617534,0.598014,1.035355,1.042314,0.627331,-0.206670,-1.057485,-0.576197,-0.152712,0.071030,0.280273,0.338001,-0.717714,-0.649849,-0.547003,-0.388048,0.172429,0.289655,0.310145,0.120726,-0.188204,-0.528126,0.628642,-1.057753,0.943995,0.108966,0.029774,-0.270242,-0.095853,0.562362,0.543357,-1.685034,-1.676450,-1.669732,-1.670638,-5.769076,-6.261306,5.740347,6.253187,Run
-0.629333,-0.504431,-0.786150,0.352701,-0.628085,0.232815,-0.832957,0.422056,0.545806,-0.559374,-0.788638,0.349175,-0.307058,-0.227106,0.133029,0.404728,0.570514,0.456169,0.052633,-0.382663,-0.580643,-0.404036,-0.218580,0.090042,-0.073024,-0.008464,0.148494,0.011402,-0.141909,-0.246020,-0.277005,-0.129821,0.494537,0.688347,0.742635,0.706482,-0.664472,-0.388731,-0.675989,-0.657647,-0.596160,-0.545601,-0.730330,-0.566279,-0.253264,-0.076498,1.852912,0.224858,1.468672,0.867206,-0.769395,-0.241341,-0.060419,0.547080,-0.466108,-0.070419,0.407150,-1.577470,-1.589774,-1.586730,-1.576773,-2.476104,-0.989775,2.555819,1.035860,Run
-0.311536,-2.117056,-0.302201,1.092455,-0.332626,1.086936,-0.232729,1.087474,-0.521548,-0.559374,-0.306083,1.104494,-0.790964,-0.066123,1.213414,0.462027,-0.038096,0.032564,-0.450655,-0.643636,-0.029993,0.111833,-0.083835,0.290220,-1.285363,-1.621277,-1.289385,2.038998,3.542620,3.305905,2.396598,0.766100,-3.100422,-3.520827,-2.989631,-2.031768,0.625511,-0.697567,-0.725073,0.008880,0.436870,0.303536,-0.745850,-0.388278,1.936342,0.709364,-0.623394,-0.149869,-0.582211,-0.833496,0.542680,-0.286151,-0.216906,0.012908,-0.564161,-0.034477,0.270434,-1.522385,-1.515877,-1.515038,-1.520055,-0.812414,-0.946418,0.783999,0.940849,Run
-0.395798,0.816360,-0.711654,0.736567,-0.586323,0.658540,-0.784976,0.724679,0.545806,-0.057079,-0.715288,0.733337,-0.105399,0.026703,-0.042832,-1.119908,-1.540765,-1.138354,-0.236710,0.705242,1.163944,0.595791,0.065678,-0.339046,-0.039677,-0.234298,-0.163316,0.284823,0.128622,-0.069812,-0.233804,-0.228625,0.193783,0.521734,0.456348,0.061065,0.647426,0.039682,-0.579324,-0.957091,-0.733749,-0.685830,-0.239732,0.044377,-0.936184,-0.920980,-0.332927,0.735866,1.099361,1.587996,-1.058732,0.538887,0.785104,-0.327569,-1.427371,0.823932,1.563009,-1.444000,-1.436097,-1.435273,-1.445069,-0.526166,-0.127716,0.506113,0.129636,Run
-0.815790,-0.160785,-0.245180,1.110675,-0.294053,1.109739,-0.226948,1.424674,0.012129,-1.061669,-0.246850,1.104721,0.007945,0.172544,-0.827206,-1.337063,-0.024094,1.058650,1.240297,0.769678,-0.675189,-1.238128,-0.932918,0.081773,2.852883,0.667144,-1.894365,-3.871884,-2.442673,-1.058512,-0.210462,0.523206,1.469080,1.070791,0.861761,0.598725,-0.214139,0.710403,1.472292,-0.498373,-0.727106,-0.896293,0.261910,-0.385058,-1.035912,0.667388,0.056752,-0.667699,0.956555,0.820992,-0.800380,-0.175876,-0.205755,-0.157166,0.118905,0.340403,0.143162,-1.346392,-1.353810,-1.353870,-1.346930,-0.206350,-0.092403,0.205870,0.096507,Run
0.717659,0.475540,0.215111,1.011202,0.046357,0.986271,0.242120,1.081380,0.012129,0.445216,0.213468,1.005871,-0.016267,-0.080149,-0.262592,-0.345374,-0.094092,-0.012565,0.027685,0.179041,0.302961,0.273679,0.262777,-0.000258,-0.205191,0.099927,0.451373,0.295373,-0.148874,-0.358745,-0.627364,-0.871840,-0.172114,0.821009,1.153180,0.742807,-0.630073,-0.666789,1.185627,1.304240,0.439193,1.276886,2.355454,-0.233688,0.566629,0.653230,-0.640169,-1.137346,-1.402509,0.136812,-0.400848,-0.538436,-0.519597,-0.065392,-0.032434,-0.561716,-0.562520,-1.287279,-1.294001,-1.295280,-1.288911,0.085684,0.085442,-0.090197,-0.087110,Run
-0.204731,0.154423,0.685459,-0.680218,0.447576,-0.725418,0.836446,-0.728335,0.012129,1.449806,0.681495,-0.683561,0.575290,1.685424,1.404210,0.129994,-1.465571,-1.706545,-0.632347,0.237021,1.602676,1.361792,0.115121,-1.636832,-2.341132,-2.213353,-0.491372,1.461695,0.840052,-0.025350,-0.143828,-0.414895,0.110450,0.620457,0.764099,0.445607,-0.191736,-0.584920,-0.950487,-0.272125,0.101673,0.554874,1.773336,0.283936,-0.318849,-0.027927,1.213477,0.597927,-0.245645,-0.898734,0.698098,-0.185898,-0.274548,0.143961,0.438832,0.059958,0.023162,-1.202976,-1.209621,-1.210307,-1.203852,0.041179,0.048800,-0.042526,-0.048494,Run
1.340845,-0.926093,1.396943,-1.067319,1.157018,-1.014167,1.675814,-0.950602,-0.521548,0.947511,1.398698,-1.063405,-1.565166,-1.686498,-0.350922,1.489318,2.203766,1.647075,0.545622,-0.478603,-1.580046,-1.241325,-0.955989,-1.003992,-0.007150,0.176331,0.049257,0.012556,-0.155259,-0.210127,0.028021,0.278985,0.075022,-0.292341,-0.113245,0.145640,-0.212514,0.134555,-0.651454,0.843362,0.609894,0.835539,-0.798103,2.168904,0.457040,-0.039045,0.051599,0.673503,-0.163338,-1.384055,1.786972,1.314716,1.261304,-1.328816,-1.129901,1.578350,1.379653,-1.132333,-1.128149,-1.128947,-1.133820,0.103887,0.128913,-0.106898,-0.129110,Run
-0.285190,0.055664,0.638172,0.066474,0.404800,-0.060074,0.669448,-0.253450,-1.588902,1.449806,0.634297,0.061934,-0.091235,-0.195348,-0.227184,0.085032,0.354410,0.294178,0.024067,-0.575365,-1.097304,-0.536107,0.438229,1.257949,-0.151095,-0.076383,-0.044957,-0.136894,0.112349,0.111678,0.035343,-0.395015,-0.944146,-0.372895,0.313444,0.760543,-0.622832,-0.439806,-0.762860,-0.077684,1.276566,-0.255811,-0.609240,-0.237061,-0.382623,-0.944828,-0.642998,-0.928529,-1.909767,-0.154966,-0.220667,-0.596321,-0.644777,-0.312001,0.508651,-0.588755,-0.975276,-1.064842,-1.044885,-1.045829,-1.066177,0.153608,0.134980,-0.156354,-0.134431,Run
-1.797195,-0.487274,-0.705631,0.425488,-0.582887,0.310641,-0.621221,0.248883,-0.521548,-0.057079,-0.693927,0.421740,-0.784176,-1.134757,-0.656788,0.687010,1.326502,1.027283,0.444390,-0.279731,-0.742914,-0.362401,-0.002909,0.120139,0.351756,-0.131864,-0.608538,-0.401713,0.110610,0.279799,0.415634,0.648805,0.604758,-0.364320,-1.119912,-1.372193,-0.616682,-0.607066,-0.433085,-0.966720,-0.667105,-0.611102,-0.692090,-0.679375,0.498637,0.534629,-0.176177,-0.197075,0.874801,0.560969,-0.666114,-0.551078,-0.363315,1.024991,0.172744,-0.567056,-0.184810,-0.980804,-0.976215,-0.976940,-0.982299,0.152186,0.167933,-0.154881,-0.168955,Run
