V, H 
0.027434,0.058409
0.001314,0.020985
0.001582,-0.002382
0.012396,-0.008832
0.004938,-0.007334
-0.020230,-0.002437
-0.043703,0.010591
-0.053189,0.027239
-0.044856,0.034561
-0.020369,0.033797
-0.004786,-0.010158
0.010455,-0.002202
0.002121,0.003370
-0.012804,0.002760
-0.009632,-0.000688
0.010933,0.003273
0.023831,0.002145
0.017267,0.000147
-0.001017,-0.002915
-0.017317,-0.002970
-0.020740,-0.013662
-0.012399,-0.003350
0.002056,0.002836
0.009571,0.001622
0.005365,-0.000973
-0.003886,0.005437
-0.012008,0.005786
-0.014074,0.001495
-0.006099,-0.005010
0.010162,-0.006031
0.009468,-0.021115
0.009527,-0.006921
0.006560,0.001304
0.006410,0.002881
-0.001244,0.002382
0.001936,0.009689
-0.017485,0.005614
-0.020471,0.002546
-0.005151,0.001580
0.015702,-0.000978
0.001157,0.012092
0.002278,-0.000314
0.001926,-0.009740
0.004682,-0.006751
0.002292,0.004844
0.024727,-0.020564
0.010012,-0.018088
0.004195,-0.009495
0.001006,0.005812
-0.006072,0.014138
-0.029761,0.011010
-0.019286,-0.002049
-0.000695,-0.007438
0.011346,-0.001568
0.009208,0.005665
0.001406,0.012606
-0.005398,0.005601
-0.006989,-0.003300
-0.004567,-0.010053
0.003353,-0.007464
0.017337,-0.031111
0.020555,0.006428
0.006208,0.028534
-0.014485,0.014143
-0.016125,-0.016876
0.007246,-0.035123
0.018495,-0.026714
0.003416,-0.005441
-0.015366,0.014048
-0.011996,0.017496
0.009511,0.031202
0.017426,0.008452
0.007077,-0.002934
-0.007168,-0.002626
-0.011743,-0.001343
-0.017267,0.002978
-0.007365,0.003455
-0.000458,0.002774
0.002078,0.000701
0.002949,-0.001469
-0.006588,0.008263
-0.008396,0.001279
-0.008222,-0.004917
-0.001308,-0.004535
0.007852,0.001684
0.024976,-0.005686
0.020224,-0.003451
0.012654,0.001350
0.000956,0.005933
-0.012921,0.002253
-0.005615,-0.001511
-0.005771,-0.003016
-0.003482,0.002239
-0.001386,0.003865
0.002591,-0.000207
-0.020608,0.012395
-0.015696,0.010554
-0.007398,0.002190
0.005661,-0.007566
0.012898,-0.006812
0.024055,-0.005790
0.007059,0.000632
-0.002875,0.003591
-0.003108,0.003291
-0.001092,-0.001496
-0.004938,-0.024768
-0.003133,-0.020375
0.000815,-0.004820
0.003683,0.010552
0.001075,0.012261
-0.010601,0.012312
-0.007376,0.003263
0.000203,0.001456
0.003626,0.002700
0.001488,0.000120
0.002957,-0.000662
0.010953,-0.009284
0.018431,-0.011984
0.012552,-0.003804
-0.009343,0.009590
-0.026799,0.016505
-0.032430,0.011047
-0.016307,0.002739
0.007892,-0.001813
0.021767,-0.004648
0.012450,-0.006929
0.004940,-0.005579
0.003953,0.000445
0.004143,0.003826
-0.002803,0.001336
-0.029238,-0.023100
-0.024089,-0.017755
-0.006518,-0.007311
0.010921,0.005253
0.016049,0.014177
0.011835,0.048198
-0.005197,0.015653
-0.007680,-0.018086
0.001016,-0.024412
0.004908,-0.001055
0.003720,0.000175
0.013229,0.011740
0.020919,0.006594
0.012138,-0.001541
-0.012239,-0.006589
-0.015147,-0.014763
-0.017937,-0.015210
-0.004917,-0.007493
0.007424,0.005513
0.010760,0.011725
0.000475,0.004570
-0.010987,-0.005117
-0.015031,-0.006498
-0.004980,0.000916
0.010141,0.007036
0.004133,0.017415
0.008033,0.006978
0.006065,-0.002537
0.000446,-0.005609
-0.006191,-0.002210
-0.001402,-0.003979
0.004239,-0.000432
0.009038,-0.000094
0.003500,-0.001510
-0.006726,-0.000777
-0.005287,0.011583
-0.002218,0.012309
-0.003053,0.006647
-0.008197,-0.003098
-0.003493,-0.010161
0.016962,-0.005697
0.038598,0.007799
0.041900,0.015152
0.023709,0.010310
0.000907,0.003960
-0.010022,0.002195
-0.016363,0.001491
-0.019569,-0.003777
-0.011965,-0.007036
0.011657,-0.001753
0.027773,0.004356
0.031233,0.014151
0.011283,0.009007
-0.013232,-0.005917
-0.021160,-0.012411
0.009109,-0.000103
0.026937,0.010490
0.028027,0.012078
0.006913,0.003762
-0.022576,-0.007260
-0.041427,0.015217
-0.032202,0.000537
-0.005815,-0.009066
0.014965,-0.004242
0.017192,0.006120
0.026106,-0.011746
0.010267,-0.016914
-0.002306,-0.012557
-0.006121,0.003084
-0.003359,0.014518
-0.028073,0.007350
-0.019375,-0.002004
-0.004117,-0.009071
0.011713,-0.008753
0.014073,0.003307
0.009999,0.009400
-0.008317,0.004821
-0.009716,-0.011940
0.001109,-0.015617
0.009012,0.000827
-0.006762,-0.006077
-0.014124,0.004580
-0.016558,0.002154
-0.004436,-0.003281
0.011826,-0.002239
0.023291,-0.001215
0.034501,-0.009648
0.039456,-0.019900
0.025399,-0.020597
0.000112,-0.014115
-0.011307,-0.014190
0.002759,-0.033902
0.023776,-0.064837
0.027818,-0.077544
0.018241,-0.059753
0.003951,-0.003948
0.012350,0.005376
0.019358,0.003876
0.011844,0.000823
-0.009420,-0.003401
-0.006833,-0.034367
-0.020147,-0.029196
-0.010273,-0.011844
0.011852,0.009449
0.018605,0.018706
-0.006289,0.021270
-0.026545,0.011909
-0.022977,0.006767
0.000528,0.001618
0.021954,-0.006960
0.016499,0.002082
0.005635,0.002003
-0.010369,0.002781
-0.015723,-0.000908
-0.001994,-0.004328
0.022451,0.000453
0.041284,0.012206
0.042538,0.022973
0.023460,0.028524
-0.003967,0.030515
-0.006980,0.011884
-0.007042,0.011390
-0.000360,0.004464
0.001887,-0.004864
0.000715,-0.007450
-0.000277,0.006193
0.007734,0.007504
0.009624,0.003209
0.002135,-0.001250
-0.008177,-0.003734
-0.014634,0.005471
-0.008977,0.005138
-0.003071,0.005615
0.000715,0.002585
0.005129,-0.003626
0.002801,0.016875
-0.001072,0.008632
-0.004305,-0.004534
-0.001915,-0.014090
0.003781,-0.006198
0.019579,-0.018489
0.010350,-0.001675
-0.000210,-0.000151
-0.003580,-0.002580
-0.003082,0.000059
-0.004911,-0.001932
-0.003831,0.002314
-0.001146,0.006882
-0.001448,0.006077
-0.001231,-0.002634
-0.003224,0.000612
0.008888,-0.005924
0.009142,-0.009164
-0.003379,-0.006193
-0.011254,0.004807
-0.008756,0.012711
0.005639,0.013776
0.011647,0.003716
0.004488,-0.005836
-0.007902,-0.007365
-0.003661,0.001638
-0.000883,0.004847
0.003059,0.006191
0.002532,0.002943
-0.000679,-0.004633
0.010448,-0.016544
0.006487,-0.012811
0.002071,-0.005554
-0.002390,-0.000240
-0.005352,0.005764
-0.022385,0.017247
-0.008534,0.016470
0.005675,0.001787
0.010185,-0.013802
0.003246,-0.010814
-0.001903,-0.004181
-0.012450,0.005140
-0.009705,0.000981
0.002879,-0.003210
0.010739,-0.001682
0.000985,0.019815
-0.002284,0.014882
0.000044,0.007274
0.004009,-0.000711
0.002650,-0.009034
0.006100,-0.021223
0.001587,-0.011474
0.003858,0.005392
0.004592,0.011561
-0.002013,0.002364
-0.018518,-0.005379
-0.014830,-0.006909
-0.004196,-0.006203
0.004432,-0.006183
0.007534,0.002098
0.008425,0.007328
0.005825,0.012900
0.000808,0.004256
-0.004054,-0.005283
-0.003777,-0.006983
-0.009865,0.006860
-0.007540,0.007343
-0.008979,0.004596
-0.005205,-0.001069
0.006593,-0.006393
0.031946,-0.017349
0.026260,-0.005047
0.008480,0.008650
-0.008443,0.009719
-0.014547,-0.001800
-0.009624,-0.003381
-0.006411,-0.004578
-0.006880,-0.003746
-0.006006,-0.003248
0.002870,0.001882
0.012449,-0.003299
0.017913,-0.001715
0.010956,-0.004918
0.001057,-0.002645
-0.008743,0.004476
-0.028905,0.016532
-0.032352,0.007143
-0.014850,-0.002043
0.010182,-0.004298
0.020194,-0.002214
0.007104,-0.008744
0.006230,-0.002863
0.007971,0.002764
0.003493,0.003586
-0.005682,0.000242
-0.003247,0.007152
-0.004846,0.004023
-0.004378,0.002152
-0.002595,0.000589
0.001905,-0.002475
0.009914,-0.004289
0.020271,0.002706
0.028467,0.019716
0.031214,0.032337
0.031623,0.023637
0.046395,0.008139
0.038447,-0.005816
0.019620,-0.001209
-0.007120,0.006518
-0.027602,0.003837
-0.035672,-0.012329
-0.011408,-0.012365
0.005271,-0.004583
0.002229,0.003611
-0.001782,0.007057
0.014205,0.009171
0.018750,0.007314
0.009933,0.004646
-0.002754,-0.000213
-0.011139,-0.005543
-0.009407,-0.023197
-0.008591,-0.015592
-0.006253,-0.004383
-0.003340,0.002521
0.004049,0.005859
-0.007502,0.014703
-0.002569,0.020922
-0.003606,0.016369
-0.003065,-0.002201
0.002560,-0.018184
0.018437,-0.010322
0.017044,-0.001010
0.012306,0.001273
0.001898,-0.001603
-0.012816,-0.001060
-0.019744,0.007337
-0.009520,0.009241
0.004464,0.007737
0.007998,0.002146
0.001878,-0.006042
0.001737,-0.010247
-0.000910,-0.013553
0.000287,-0.012971
0.001021,-0.006637
-0.001401,0.008147
-0.007962,0.010118
0.004774,0.016638
0.015769,0.009788
0.011586,-0.002636
-0.006233,-0.011968
-0.007724,-0.010423
-0.017247,0.001857
-0.013943,0.014600
-0.003599,0.009918
0.010860,-0.007873
0.013821,0.003230
0.016812,0.003358
0.008914,0.003174
-0.003631,0.000729
-0.011842,-0.001974
-0.014964,-0.013735
-0.007327,-0.011432
-0.000085,-0.001181
0.004038,0.006412
0.003868,0.005204
-0.004007,-0.000793
-0.007858,-0.002635
-0.004796,-0.002943
0.002978,-0.001736
0.005784,0.002462
-0.000234,0.006169
0.002534,0.000974
0.008036,-0.006826
0.006330,-0.007222
-0.003127,0.001650
0.002456,0.022910
-0.006129,0.023676
-0.011603,0.013950
-0.009027,-0.001293
0.005258,-0.015584
0.002605,-0.028416
0.008008,-0.020859
0.004183,-0.006936
-0.000028,0.004646
-0.002851,0.010666
0.011443,0.004790
0.001233,0.004365
-0.004259,0.001259
-0.001754,-0.003970
0.001663,-0.005311
-0.025832,-0.011089
-0.018778,0.004128
-0.002670,0.012176
0.011736,0.005996
0.010649,-0.006840
0.009806,-0.003391
0.003974,-0.006122
0.005140,-0.006592
0.003853,-0.004847
-0.002256,0.002630
0.011430,-0.011929
0.001687,-0.005506
-0.007338,-0.014819
-0.008725,-0.022621
0.000981,0.000980
-0.005782,0.058829
-0.001819,0.068197
-0.002794,0.033379
0.000550,-0.012540
0.004582,-0.040473
-0.000761,-0.016609
-0.006054,-0.016505
0.000076,-0.012100
0.007334,-0.001599
0.003755,0.010969
-0.009963,-0.003007
-0.011258,0.001341
-0.000769,0.004557
0.011117,0.004937
0.009588,-0.000595
0.001696,0.014642
-0.018639,0.003796
-0.019238,-0.003984
0.000902,-0.003962
0.018400,0.001655
0.010694,0.017495
0.001950,0.008362
-0.003325,-0.004302
-0.002146,-0.010280
0.000947,-0.003856
-0.006743,-0.001686
-0.002987,0.006438
0.004915,0.002695
0.009046,-0.004819
0.001501,-0.005860
0.007128,-0.007024
