V, H 
-0.008439,-0.006152
-0.000910,-0.005414
0.002830,-0.005111
0.002007,-0.001500
-0.000697,0.004758
0.006008,0.012416
0.002813,0.008518
-0.001018,0.002050
-0.002811,-0.002414
-0.001135,-0.004075
-0.006562,-0.000904
-0.003038,0.000263
0.001348,0.001582
0.004571,0.001229
0.002054,-0.000910
-0.006967,-0.002206
-0.010084,-0.000886
-0.005263,0.000961
0.002671,0.000922
0.007165,-0.000325
0.007378,0.002886
0.001934,0.002770
-0.002515,0.000312
-0.003225,-0.002955
-0.000431,-0.002407
-0.003685,-0.007602
0.000566,-0.002715
0.002017,-0.000051
0.000473,0.001276
-0.001221,0.002044
0.004340,0.008680
0.002923,0.001470
0.000720,-0.004452
-0.000095,-0.003197
-0.000493,0.002289
0.001203,0.001432
-0.002136,-0.003207
-0.002169,-0.007189
0.001266,-0.004088
0.003157,0.003901
0.000109,0.006426
-0.005310,0.008416
-0.006985,0.005702
-0.002977,-0.000097
0.004145,-0.006002
0.000834,-0.012322
0.005139,-0.009091
0.005038,-0.003930
0.001123,0.000234
-0.003577,0.004407
-0.000948,0.013633
-0.004603,0.013542
-0.005338,0.007363
-0.001523,-0.001907
0.004115,-0.008821
0.010854,-0.007875
0.008999,-0.005199
0.002521,-0.001649
-0.003881,0.001224
-0.005301,0.002751
-0.007240,0.000859
-0.004150,-0.000229
-0.002791,-0.002095
-0.001012,-0.002214
0.002827,0.001026
0.011773,0.002216
0.007797,-0.000146
-0.000589,-0.003948
-0.006040,-0.003340
-0.004043,0.001664
-0.002916,0.003896
0.002951,0.003600
0.004081,0.001017
0.001043,-0.000735
-0.002924,-0.001659
0.001579,0.009455
0.000932,0.009716
-0.000145,0.008628
-0.001943,0.002217
-0.001711,-0.007642
-0.009266,-0.017646
-0.001999,-0.014362
0.003459,-0.006268
0.003992,0.001876
0.000320,0.008079
0.001852,0.006946
-0.004256,0.004620
-0.005877,0.000090
-0.001251,-0.001516
0.004835,-0.000710
0.005412,-0.004066
0.002659,-0.007521
-0.000904,-0.006344
-0.002480,0.000683
-0.001095,0.007025
0.000166,0.014337
0.002364,0.006225
0.003003,-0.003592
0.001765,-0.007722
-0.001569,-0.002514
-0.006155,-0.001884
-0.007439,0.004787
-0.004141,0.004174
0.001287,-0.000150
0.004795,-0.003574
-0.000997,-0.003544
-0.001036,-0.003616
0.000222,-0.002238
0.001862,0.000038
0.000869,0.002646
0.007333,0.015505
0.005729,0.010473
0.003333,0.000858
-0.001947,-0.006795
-0.005471,-0.006482
-0.005393,-0.008855
0.003900,0.001820
0.009901,0.007485
0.006492,0.005137
-0.004490,-0.002758
-0.008809,-0.008054
-0.012927,-0.014033
-0.008227,-0.013509
0.000168,-0.004328
0.007735,0.010408
0.011584,0.012759
0.012525,0.012790
0.005928,0.005155
-0.004326,-0.001496
-0.009076,-0.005635
-0.006089,-0.000542
0.000527,-0.004778
0.002837,-0.004278
0.000169,-0.000792
-0.002907,0.002925
-0.008724,-0.003416
-0.001021,0.000110
0.004896,0.001429
0.003440,0.000574
-0.002348,-0.000587
-0.001794,0.009174
0.001082,0.006293
0.004140,0.000750
0.002960,-0.003790
-0.001302,-0.003521
-0.001674,0.001259
-0.007090,0.002889
-0.008068,-0.000433
-0.002419,-0.004088
0.005827,-0.002385
0.011974,-0.007594
0.012370,-0.001662
0.004411,0.000491
-0.007540,-0.000055
-0.010621,-0.000223
-0.016658,0.003472
0.000883,0.006017
0.010873,0.006709
0.008013,0.002787
-0.003757,-0.004911
-0.002096,-0.003315
-0.007371,-0.002484
-0.004320,0.002040
0.001858,0.003662
0.005548,0.000308
0.005762,-0.006665
0.001708,-0.005184
-0.000105,0.000830
0.001189,0.004489
0.000928,0.002343
-0.004544,-0.000554
-0.010200,-0.003314
-0.010549,-0.001307
-0.002706,0.003117
0.008639,0.003587
0.019811,-0.001105
0.016065,-0.007117
0.004983,-0.006879
-0.005700,-0.000709
-0.009261,0.006044
-0.007100,0.004563
-0.003570,0.001499
-0.003287,-0.003327
-0.002759,-0.003162
0.001743,0.001701
0.003352,0.004523
0.006704,0.000327
0.006194,-0.002942
0.002131,-0.000943
-0.004691,0.002212
-0.008013,-0.000823
-0.008297,-0.003314
-0.003781,-0.001713
0.001669,0.001562
0.005031,0.001256
0.007457,0.005269
0.005540,0.011892
0.002498,0.014291
-0.001143,0.003335
-0.003848,-0.012104
-0.008392,-0.015350
-0.003933,-0.009358
0.001447,-0.001419
0.004124,0.002439
0.001817,0.003544
0.001606,-0.001747
-0.001594,-0.000309
-0.001253,0.000067
-0.000698,-0.000645
-0.000240,-0.000856
-0.003314,-0.000827
0.003367,0.004200
0.007089,0.006720
0.004257,0.002540
-0.003677,-0.005060
-0.000728,-0.008573
-0.002771,-0.005091
-0.000701,0.000462
0.001139,0.003106
0.001170,0.002282
-0.005318,0.009439
-0.003112,0.004884
0.000994,0.000396
0.003802,-0.001776
0.001985,-0.001841
-0.003133,-0.008131
-0.006970,-0.007529
-0.004899,-0.004883
0.000730,0.000114
0.005102,0.005273
0.007826,0.012874
0.005898,0.009474
0.002666,0.003144
-0.000696,-0.002499
-0.003596,-0.005368
-0.006977,-0.010345
-0.003548,-0.007071
0.001520,-0.002827
0.003087,0.001263
0.000618,0.004080
-0.000607,0.000734
-0.001182,-0.000548
-0.001677,-0.001260
-0.001355,-0.000014
0.000922,0.001488
0.001810,0.003420
0.002231,-0.000143
0.000702,-0.002291
-0.000613,-0.001185
-0.000826,0.000865
-0.004755,-0.008386
-0.004789,-0.004249
-0.002017,0.001835
0.001565,0.004483
0.002982,0.001273
0.007648,0.002251
0.004694,0.000487
0.000103,0.001081
-0.002339,0.001211
-0.001542,-0.000600
-0.001636,-0.008793
-0.002114,-0.006883
-0.001100,-0.001158
0.001686,0.004800
0.002618,0.005048
0.003210,0.000845
-0.002668,-0.006107
-0.004968,-0.005621
-0.001419,0.001148
0.003713,0.006090
-0.003424,0.011499
-0.004358,0.006567
-0.003490,0.002394
-0.000067,-0.000802
0.003045,-0.003434
0.005538,-0.010663
0.006315,-0.008827
0.004768,-0.002704
0.000382,0.004136
-0.004547,0.005797
-0.004094,0.006923
-0.003680,0.001258
-0.002742,-0.002170
-0.001588,-0.002426
0.001325,-0.000292
0.002620,0.003681
0.008712,0.007934
0.009868,0.006983
0.002281,-0.001307
-0.008185,-0.008077
-0.009278,-0.002583
-0.006658,0.004344
-0.001829,0.006131
0.001680,0.001095
0.003390,-0.004695
0.002579,-0.003969
0.001173,-0.004206
-0.000638,-0.004406
-0.001333,-0.002576
-0.000175,0.002726
0.004326,0.003952
0.002784,0.005746
-0.000973,0.002732
-0.003300,-0.002036
-0.001340,-0.004368
0.005177,-0.002605
0.005943,0.002059
0.001894,0.004640
-0.002077,0.002979
-0.002898,-0.002069
0.000235,0.001017
-0.000627,-0.001745
-0.001754,-0.001090
-0.002172,0.000467
-0.000182,0.000973
-0.003900,-0.003879
0.001071,-0.002161
0.002955,0.000590
0.001437,0.002750
-0.001472,0.001714
-0.002442,0.001613
-0.003811,-0.002346
-0.003198,-0.002848
-0.000134,-0.001346
0.003518,0.001356
0.005381,-0.002498
0.000047,0.001032
-0.006010,0.003025
-0.005632,0.002590
0.001879,-0.000996
0.011130,0.000907
0.011967,-0.001598
0.005083,-0.001885
-0.003405,-0.000886
-0.007602,0.001234
-0.007556,0.000869
-0.002330,0.000871
0.002901,-0.000649
0.004791,-0.001829
0.001207,-0.000861
-0.004006,0.001778
-0.009774,0.004687
-0.007559,0.003765
0.001193,-0.000550
0.008331,-0.003960
0.007146,-0.003651
0.001452,-0.002012
-0.002517,-0.000253
-0.001835,0.001323
0.000822,0.001252
0.003741,0.001120
0.003001,0.000531
0.001752,0.001635
0.000843,0.002556
-0.001111,0.000681
-0.007840,-0.003996
-0.008811,-0.010811
-0.004249,-0.010728
0.002775,-0.001680
0.006367,0.009004
0.013830,0.010270
0.006111,0.010028
-0.003470,0.007245
-0.008218,0.002489
-0.003059,-0.005204
-0.004077,-0.004655
0.004874,-0.011404
0.005700,-0.011557
0.001120,-0.003646
-0.003832,0.008959
-0.003328,0.006484
-0.006693,0.004885
-0.007394,-0.002104
-0.002742,-0.004178
0.005566,-0.000485
0.005407,-0.000792
0.004439,-0.001587
-0.000336,-0.001822
-0.002890,-0.000291
-0.001398,0.001445
0.005937,0.003602
0.003869,0.003144
-0.000791,0.002066
-0.003679,0.001032
-0.001896,-0.001039
0.003052,0.009480
0.005808,0.004297
0.004927,0.000249
0.000848,-0.001311
-0.004279,-0.001545
-0.006713,-0.020241
-0.006813,-0.018014
-0.005170,-0.010196
-0.001468,0.001953
0.004432,0.011978
0.003421,0.016122
0.003095,0.011812
-0.000121,0.005619
-0.001470,-0.000428
-0.000599,-0.006194
0.001705,0.001389
-0.001084,-0.001668
-0.003823,-0.003056
-0.003352,-0.002172
0.000841,0.000948
0.007307,-0.009000
0.012906,-0.002316
0.011955,0.003660
0.002620,0.004327
-0.009978,-0.000392
-0.014705,0.007280
-0.013009,0.004536
-0.006327,0.001324
0.000068,-0.003044
0.006516,-0.004245
0.010246,-0.011831
0.012182,-0.002422
0.008124,0.003480
0.000707,0.002928
-0.007325,-0.000598
-0.008448,0.006684
-0.010329,0.004650
-0.006787,0.002032
-0.000248,-0.001070
0.006302,-0.002982
0.000024,0.004751
0.002283,0.005494
0.002766,0.003033
0.001772,-0.002296
-0.001393,-0.005003
-0.004980,-0.013454
-0.005893,-0.005167
-0.002077,0.002697
0.002498,0.005439
0.003432,0.001614
0.007152,0.000840
0.005406,-0.002198
0.000855,-0.000915
-0.005132,0.001254
-0.004647,0.001276
-0.001481,-0.003754
0.004957,-0.002915
0.003231,-0.000849
-0.002404,0.001534
-0.004231,0.002491
0.001853,-0.000852
0.003411,-0.005131
0.001194,-0.005557
-0.001821,-0.001145
-0.002280,0.004330
0.005796,0.011465
0.005883,0.010835
0.001428,0.006213
-0.004461,-0.000930
-0.005010,-0.007185
-0.005540,-0.006781
0.004107,-0.004337
0.009723,-0.001971
0.007686,-0.001103
-0.003159,0.001450
-0.010586,0.000630
-0.019621,0.002591
-0.015543,-0.000166
-0.001857,-0.003525
0.013295,-0.002139
0.009264,0.004178
0.012016,0.007201
0.007648,0.004112
-0.000550,-0.002053
-0.007904,-0.005475
-0.003496,-0.003153
-0.003287,0.000696
-0.001724,0.002568
