V, H 
-0.030719,-0.034310
-0.012537,-0.012778
0.006561,-0.005402
0.015445,-0.001626
0.004668,0.007233
0.011823,-0.009126
0.004548,-0.006100
0.010397,0.002612
0.012202,0.008352
-0.001937,0.002210
-0.013371,0.037964
-0.027481,0.030112
-0.019674,0.016853
0.003190,-0.003662
0.021006,-0.020325
0.010624,-0.068614
0.004038,-0.051126
-0.001462,-0.015090
-0.003245,0.020304
-0.001618,0.030795
-0.013777,0.033657
-0.009085,0.012678
-0.004492,0.002740
-0.000166,0.001402
0.004503,-0.003012
0.004338,0.020810
0.004784,0.009113
0.000334,0.000743
-0.002318,-0.001132
-0.001518,-0.000569
0.011684,-0.029768
0.008528,-0.038000
0.002921,-0.025203
-0.002613,0.005486
-0.004948,0.027676
-0.002352,0.023744
-0.000954,0.015316
-0.001166,0.004537
-0.002507,-0.003591
-0.001561,-0.006203
0.006188,-0.010059
0.018730,-0.020757
0.029344,-0.029322
0.033724,-0.024794
0.029462,-0.010614
0.006584,0.008521
0.001127,0.001682
0.003517,-0.006210
0.007282,-0.003379
0.001891,0.002999
0.014982,-0.010268
-0.000482,-0.009296
-0.006700,-0.005825
-0.004766,0.000093
0.001114,0.006629
0.010834,0.008399
0.027555,0.002526
0.044253,-0.004467
0.046810,-0.006078
0.037773,-0.005893
0.004499,-0.000729
0.006090,-0.005243
0.006507,-0.003035
0.001756,0.003880
-0.005326,0.005267
0.000404,0.004665
0.002368,-0.001358
0.005194,-0.004744
0.002532,-0.006305
-0.004364,-0.001295
-0.018440,-0.023035
-0.007704,-0.002208
0.006617,0.014342
0.010538,0.014715
0.000546,-0.002014
0.001170,0.016817
0.000749,-0.003966
0.002635,-0.016687
0.001831,-0.012696
0.000268,0.006763
0.021436,0.003017
0.007801,0.010953
-0.006457,0.006229
-0.007277,-0.002941
0.002611,-0.007398
-0.008180,0.019444
-0.018163,0.017121
-0.019093,0.008499
-0.004690,-0.003290
0.014604,-0.012313
0.006876,-0.038418
0.006166,-0.020529
-0.000611,0.003057
-0.000679,0.015564
0.001161,0.010231
0.005602,0.011262
-0.005583,-0.009991
-0.006937,-0.019872
0.003256,-0.010635
0.008294,0.011356
-0.011750,0.039490
-0.013896,0.036146
0.000160,0.010920
0.014350,-0.016271
0.009620,-0.023701
0.000902,-0.044839
-0.012305,-0.016726
-0.007190,0.004616
0.007213,0.011647
0.011747,0.006355
-0.000184,-0.000644
-0.012806,-0.011764
-0.011714,-0.013082
0.001441,-0.002715
0.012063,0.011342
0.009222,0.021594
0.001713,0.012743
-0.003683,0.000438
-0.003656,-0.004510
0.000554,-0.003653
0.002478,0.000356
0.004707,-0.004616
0.003566,-0.005605
-0.000910,0.000990
