V, H 
0.274804,-0.086102
0.073224,-0.087187
-0.050122,-0.070543
-0.076893,-0.012146
-0.018188,0.063069
0.060927,-0.026978
0.089918,-0.016978
0.021702,-0.004858
-0.056616,0.001762
-0.058372,0.005319
0.011709,0.119157
0.064846,0.114563
0.061305,0.060987
0.007693,-0.016232
-0.057514,-0.072121
-0.076330,-0.087197
-0.010948,-0.062931
0.089640,-0.005714
0.113548,0.054281
0.029770,0.067816
-0.059904,0.045978
-0.068036,0.057287
-0.018519,0.109666
0.051328,0.151829
0.123875,0.161897
0.119942,0.143475
0.003288,0.114420
-0.111375,0.104894
-0.123098,0.103871
-0.069569,0.070425
-0.033252,0.008749
-0.034321,-0.042103
-0.048531,-0.060344
-0.068649,-0.035427
-0.088461,0.024598
-0.073920,0.077837
0.008451,0.099175
0.125938,0.098057
0.164216,0.079390
0.070013,0.047480
-0.048508,0.013577
-0.074370,-0.021233
-0.032961,-0.051169
-0.025504,-0.050790
-0.080149,-0.008684
-0.113520,0.045364
-0.039524,0.076897
0.115924,0.079927
0.214703,0.058876
0.155310,0.030001
0.000663,-0.008909
-0.084668,0.015639
-0.060618,0.021669
0.021028,-0.004198
0.071184,-0.026153
0.074731,-0.144067
0.037963,-0.073397
0.012261,0.009294
-0.000681,0.050235
-0.010547,0.031006
-0.038995,-0.017139
-0.090733,-0.067943
-0.133283,-0.122994
-0.139164,-0.184527
-0.119776,-0.231129
-0.099258,-0.219958
-0.082696,-0.139390
-0.081502,-0.045785
-0.113348,-0.006216
-0.137566,-0.034123
-0.094363,0.026163
-0.038152,-0.003312
-0.041789,-0.010983
-0.046348,-0.015475
0.026361,-0.006087
0.099928,0.035856
0.055740,0.085944
-0.070346,0.088752
-0.141048,0.027412
-0.107356,-0.039755
-0.046531,-0.034640
-0.024824,0.040997
-0.003056,0.102171
0.070093,0.109127
0.141618,0.113767
0.121870,0.150384
0.035320,0.188874
-0.014428,0.184395
-0.025882,0.098746
-0.083400,-0.067008
-0.182045,-0.224305
-0.203435,-0.256748
-0.053814,-0.147094
0.184522,0.010638
0.291118,0.114403
0.169517,0.117305
-0.008445,0.024060
-0.009678,-0.114408
0.157061,-0.224873
0.256518,-0.260445
0.144085,-0.223276
-0.064936,-0.145020
-0.188878,-0.053135
