V, H 
-0.107805,-0.082143
-0.057761,-0.099734
-0.017561,-0.042626
0.010509,0.040529
0.024126,0.066709
0.040687,0.035122
0.053608,-0.003199
0.007754,-0.030628
-0.085539,-0.070784
-0.140343,-0.126372
-0.114245,-0.075981
-0.130303,-0.069956
-0.145552,-0.044309
-0.062399,-0.006318
0.118998,0.044945
0.219256,0.075639
0.159347,0.082747
0.126809,0.122741
0.199676,0.189488
0.198162,0.205182
0.070597,0.144703
-0.024761,0.051069
-0.024720,-0.017535
-0.008531,-0.010419
-0.015509,0.073690
-0.020574,0.168591
-0.007420,0.207754
0.028396,0.188206
0.074149,0.151244
0.093900,0.127044
0.059910,0.070284
0.025787,0.052802
-0.002764,0.029682
-0.016166,0.008412
-0.013960,-0.020752
0.007103,-0.070144
0.040052,-0.105453
0.057758,-0.062801
0.052369,0.049145
0.031709,0.137111
0.001624,0.025044
-0.038171,0.021750
-0.026197,0.018622
0.027741,0.005564
0.045630,-0.017460
-0.009003,-0.028475
-0.085407,-0.019706
-0.098990,-0.023300
-0.009169,-0.058568
0.108498,-0.087910
0.110029,-0.072392
-0.020126,-0.034062
-0.137883,-0.027232
-0.145862,-0.057671
-0.087171,-0.078524
-0.052707,-0.064298
-0.073562,-0.022903
-0.101788,0.021662
-0.091910,0.018485
-0.051001,-0.041354
0.017344,-0.116182
0.027557,-0.066395
-0.001018,0.011311
-0.028143,0.040877
-0.015034,0.020165
-0.011623,0.013075
-0.001974,0.009779
-0.002993,0.020687
0.005605,0.020934
0.008496,-0.006845
-0.009133,-0.044555
-0.044779,-0.040467
-0.077694,0.018584
-0.078609,0.069432
-0.050440,0.067449
-0.036164,0.114657
-0.014000,0.115309
0.006937,0.101055
0.023619,0.034093
0.011748,-0.074574
0.006087,0.037096
-0.016280,-0.017616
-0.027903,-0.007481
-0.020670,0.024994
0.010765,0.019889
0.054087,-0.019786
0.075677,-0.018862
0.065877,0.074503
0.045211,0.206647
0.016544,0.270495
0.025155,0.079656
-0.011094,0.028711
-0.017386,0.000880
-0.001316,-0.008943
0.015443,-0.012337
0.007499,-0.035752
-0.001645,-0.022113
-0.008523,-0.003030
-0.005384,0.008878
0.004435,0.007610
0.031042,0.065824
0.022715,0.079931
-0.000954,0.079206
-0.013452,0.028664
-0.006608,-0.059094
-0.001701,-0.128708
-0.010720,-0.134389
-0.025046,-0.077563
-0.023962,0.010232
-0.002670,0.103272
-0.014888,0.056425
-0.023570,0.087145
-0.024268,0.051424
0.004610,-0.027825
0.028964,-0.071552
0.043091,0.069451
-0.001648,0.102024
-0.024592,0.066733
-0.009871,-0.004427
0.014823,-0.060185
-0.003633,0.042535
-0.002388,-0.001084
-0.000872,-0.028947
0.001225,-0.023866
0.002209,0.009005
0.001424,-0.020167
-0.001450,0.000323
-0.002480,0.007871
-0.001052,0.008595
0.001165,-0.000485
0.010205,-0.002629
0.011224,-0.010278
0.006636,-0.004003
-0.002417,0.002775
-0.009236,0.001594
-0.004688,-0.126749
0.011060,-0.085944
0.013720,-0.017350
-0.010830,0.037383
-0.026138,0.046236
0.012188,0.019676
0.086778,-0.011369
0.129225,-0.029689
0.100550,-0.041105
0.034110,-0.057641
-0.013160,-0.072600
-0.019231,-0.073988
0.006888,-0.080940
0.057765,-0.111397
0.120823,-0.126712
0.148347,-0.079290
0.102619,0.011886
0.035622,0.079075
0.041578,0.070576
0.108781,-0.007704
0.109810,-0.107594
-0.004851,-0.184641
-0.121640,-0.212659
-0.130801,-0.203760
-0.049174,-0.210788
0.027662,-0.239804
0.019190,-0.220541
-0.053669,-0.123092
-0.089821,-0.017086
-0.039626,0.017828
0.041409,-0.020544
0.059617,-0.079885
-0.015669,-0.125719
-0.114052,-0.154569
-0.146571,-0.175911
-0.103925,-0.049733
-0.013942,-0.068240
0.053097,-0.053276
0.050193,-0.001211
-0.013264,0.048205
-0.076083,0.074522
-0.070406,0.085462
0.032317,0.083227
0.167577,0.072253
0.188083,0.054329
-0.006477,0.057152
-0.166595,0.010098
-0.161496,-0.015084
-0.013770,-0.015166
0.140926,-0.002950
0.210681,-0.242231
0.177513,-0.174998
0.060043,-0.062195
-0.064565,0.048910
-0.118378,0.110037
-0.054613,0.078245
0.083171,-0.052791
0.155306,-0.182947
0.077572,-0.210145
-0.065462,-0.172164
-0.134815,-0.139171
-0.087330,-0.118993
0.033695,-0.120699
0.154129,-0.147571
0.187890,-0.154201
0.119038,-0.103524
0.062033,-0.039449
0.103451,-0.051028
0.143455,-0.148889
0.052986,-0.239485
-0.095916,-0.259406
-0.108810,-0.237455
0.061976,-0.212439
0.228280,-0.189506
0.200609,-0.165559
0.042471,-0.141549
-0.045062,-0.117497
-0.017383,-0.099454
0.000411,-0.104178
-0.056195,-0.138677
-0.118945,-0.189482
-0.112876,-0.231439
-0.008895,-0.228455
0.162557,-0.164885
0.274948,-0.084355
0.219469,-0.046203
0.060318,-0.054081
-0.047864,-0.064963
-0.060918,-0.063402
-0.056260,-0.079129
-0.098195,-0.000971
-0.123838,-0.032828
-0.111827,-0.036151
-0.035121,-0.018476
0.093917,0.021652
0.180295,0.036470
0.119280,0.039447
-0.030224,0.000470
-0.107180,-0.023261
-0.045171,-0.009540
0.068791,0.103401
0.100692,0.071236
0.035430,0.020943
-0.047213,-0.017619
-0.067469,-0.038170
-0.060310,-0.115454
-0.006143,-0.087259
0.017014,-0.031005
0.012884,0.018853
-0.004710,0.041421
-0.019045,0.057990
-0.024340,0.076952
-0.042870,0.065613
-0.079813,0.009752
-0.107578,-0.054560
-0.080635,-0.076634
-0.040249,-0.094364
0.024413,-0.055195
0.053863,0.021478
0.011669,0.065335
-0.049697,0.062746
-0.052122,0.063118
0.021998,0.083308
0.110525,0.088575
0.119367,0.059302
0.014809,-0.022969
-0.106394,-0.046455
-0.139315,-0.045441
-0.041589,-0.018320
0.111887,0.031431
0.211401,0.002016
0.123844,0.012146
-0.024389,-0.007483
-0.085044,-0.007889
-0.037660,0.010391
-0.048822,0.153238
-0.047577,0.088382
-0.049092,0.011805
-0.015585,-0.042063
0.037950,-0.051824
0.004140,-0.141685
0.045851,-0.068166
0.042308,-0.006406
0.005158,0.023882
-0.039901,0.026857
-0.014680,0.122165
0.023083,0.127103
0.052926,0.105656
0.025397,0.024649
-0.031818,-0.087074
-0.069589,-0.170334
-0.061091,-0.189467
-0.017037,-0.150707
0.010306,-0.094124
-0.008817,-0.057086
-0.046632,-0.049583
-0.058643,-0.056760
-0.004748,-0.055976
0.103674,-0.051460
0.163833,-0.073387
0.083786,-0.077423
-0.003608,-0.112725
-0.018087,-0.086864
0.021915,-0.010704
0.027399,0.075283
-0.027618,0.135010
-0.088789,0.133077
-0.104189,0.078395
-0.057116,0.056050
0.014931,0.112439
0.015654,0.168619
-0.079090,0.149900
-0.157028,0.096042
-0.120580,0.072898
0.012710,0.098579
0.156466,-0.030341
0.180928,-0.005585
0.064426,-0.012829
-0.075126,-0.022650
-0.116172,0.004208
-0.099496,0.113641
-0.012281,0.096807
0.033187,0.033478
0.019920,-0.019217
-0.012544,-0.050287
0.011388,-0.071335
0.014905,-0.036151
0.021918,0.023672
0.015756,0.042583
-0.010009,0.004836
-0.042570,-0.034940
-0.037497,-0.008966
0.006955,0.077972
-0.000380,0.137423
-0.093014,0.134989
-0.160577,0.128424
-0.113205,0.119632
0.016258,0.073378
0.134772,0.041792
0.149458,0.064628
0.038656,0.070089
-0.078718,0.056181
-0.102999,0.045443
-0.025024,0.034921
0.083435,-0.022642
0.123306,-0.113903
