V, H 
-0.085642,-0.017557
-0.036810,-0.014775
-0.020180,0.005543
-0.021021,0.031281
0.011813,0.020678
0.066197,-0.042727
0.061649,-0.094359
0.003205,-0.051895
-0.012303,0.060318
0.031367,0.132254
0.069222,-0.028031
0.063537,-0.070676
0.051020,-0.063484
0.030682,-0.010691
-0.027985,0.043503
-0.117254,0.101348
-0.137614,0.183369
-0.020592,0.251251
0.117343,0.247387
0.102211,0.186639
-0.049109,0.155665
-0.153188,0.202105
-0.097444,0.268127
0.054219,0.273527
0.146999,0.210800
0.115171,-0.045056
-0.022384,-0.033312
-0.096108,0.015422
-0.053949,0.036514
0.051454,0.010845
0.120988,-0.029469
0.089958,-0.056361
0.005184,-0.067938
-0.019531,-0.076544
0.051784,-0.109521
0.110663,0.294376
0.179766,0.152578
0.117067,-0.001302
-0.034408,-0.070308
-0.139664,-0.055709
-0.134761,-0.037613
-0.037803,-0.029656
0.048920,-0.030106
0.058876,-0.015559
-0.005901,0.017529
-0.064092,0.057792
-0.043248,0.093017
0.044834,0.114883
0.122122,0.120836
0.101310,0.113548
0.032511,0.059138
-0.091132,0.044288
-0.069417,0.014557
0.041667,-0.016396
0.086440,-0.024723
0.032442,-0.017726
-0.023066,-0.016199
-0.005623,-0.015735
0.081487,-0.000172
0.174880,0.035675
0.153528,0.018097
0.064582,0.071362
-0.034501,0.079829
-0.064375,0.021662
-0.019484,-0.061277
0.049987,-0.025496
0.072072,-0.030585
0.009813,-0.020983
-0.060851,-0.006532
-0.052903,0.013671
0.031870,0.044429
0.125731,0.092084
0.148477,0.138477
0.075055,0.138000
-0.019046,0.069904
-0.026523,0.042763
0.034213,-0.001274
0.074760,-0.003245
0.031110,-0.004198
-0.053562,-0.006219
-0.086521,0.014936
-0.029450,0.053377
0.095207,0.081133
0.217975,0.094189
0.217544,0.106609
0.052566,0.117664
-0.118667,0.118631
-0.112493,0.119952
0.044173,0.137659
0.163106,0.153440
0.123402,0.141121
-0.001939,0.120177
-0.036577,0.120852
0.050504,0.129679
0.075008,0.122688
-0.051345,0.117064
-0.187917,0.142322
-0.236139,0.201329
-0.196621,0.294607
-0.053126,0.401709
0.113627,0.443074
0.118221,0.383322
-0.063778,0.314525
-0.214882,0.338174
-0.155692,0.446470
0.009444,0.552094
0.053173,0.581094
-0.039543,0.520342
-0.086856,0.388490
-0.019722,0.225240
0.043990,0.119820
0.019430,0.144098
-0.068333,0.258876
-0.183958,0.397463
-0.275739,0.559056
-0.251285,0.718793
-0.076102,0.795495
0.132510,0.746414
0.173843,0.587461
-0.015509,0.400960
-0.260866,0.315730
-0.347219,0.354824
-0.249957,0.409296
-0.101298,0.410569
-0.016566,0.385049
-0.027084,0.361519
-0.093500,0.346253
-0.134384,0.350990
-0.100721,0.379966
-0.014710,0.421434
0.142496,0.115836
0.159075,0.091526
0.082054,0.039210
-0.033566,-0.013880
-0.105476,-0.051966
-0.112307,-0.155189
-0.061481,-0.124489
-0.018186,-0.044965
-0.000878,0.040382
0.022461,0.077830
0.058084,0.051242
0.075048,-0.001471
0.065425,-0.026080
0.041752,-0.015212
-0.002514,-0.002835
-0.045519,0.117583
-0.055614,0.071469
0.004923,0.012445
0.056903,-0.027514
0.028975,-0.034406
-0.035188,-0.021995
-0.028465,-0.007972
0.061116,-0.000646
0.131455,0.001095
0.112126,-0.007207
0.020214,0.131785
-0.036377,0.081747
-0.047192,0.032091
-0.000569,-0.019331
0.053397,-0.053528
0.030741,-0.040979
-0.050354,0.009981
-0.081676,0.053239
-0.018574,0.052874
0.102763,0.019660
0.212323,-0.007089
0.207211,-0.009504
0.063358,-0.002004
-0.084051,-0.007926
-0.096206,-0.041133
0.012397,-0.088887
0.114201,-0.120237
0.106980,-0.125568
0.004852,-0.120345
-0.092793,-0.109794
-0.110950,-0.087717
-0.048464,-0.057501
0.053237,-0.034342
0.121917,-0.042489
0.096616,-0.091751
0.045606,0.022434
0.009946,-0.040036
0.018260,-0.060595
0.015363,-0.034892
-0.014303,0.028885
-0.029266,0.106638
0.001544,0.165934
