V, H 
0.369635,-0.175374
0.162506,-0.059670
0.050414,0.019918
-0.017700,0.043689
-0.093256,0.018138
-0.019672,0.040986
0.080832,0.024655
0.125749,0.020633
0.019475,0.008116
-0.110271,-0.013325
-0.115786,-0.040080
-0.033464,-0.055923
-0.007918,-0.032359
-0.078955,0.014136
-0.131558,0.026671
-0.082723,-0.000263
0.006859,-0.016656
0.032613,-0.010076
-0.027807,-0.005508
-0.102761,-0.008869
-0.114878,-0.021524
-0.066105,-0.030614
-0.027581,0.001054
-0.031143,0.058224
-0.031041,0.070923
0.012888,0.023779
0.096491,-0.025033
0.178039,-0.038090
0.178833,-0.028846
0.057513,-0.011651
-0.113122,-0.026577
-0.170986,-0.042343
-0.080204,-0.057436
0.064523,-0.018604
0.125730,0.047829
0.060937,0.070554
-0.036776,0.040676
-0.029419,0.010895
0.090866,0.010255
0.156583,0.007963
0.056529,-0.024394
-0.097129,-0.070675
-0.143309,-0.107125
-0.077247,-0.115976
-0.012913,-0.086558
-0.024610,-0.040564
-0.081607,-0.008090
-0.104390,0.005949
-0.033103,-0.008963
0.105603,-0.074117
0.194904,-0.025664
0.117457,-0.061542
-0.016232,-0.032470
-0.080054,0.011531
-0.040471,0.033486
-0.015858,-0.052039
0.025614,-0.019970
0.001327,0.014113
-0.042774,0.022844
-0.031331,0.005940
0.096750,-0.013314
0.139954,-0.031399
0.053484,-0.015681
-0.077651,0.020195
-0.108469,0.026478
-0.007317,0.000406
0.145252,0.001482
0.234895,0.044842
0.176827,0.072314
0.023670,0.062420
-0.058046,0.039927
0.040711,0.065998
0.124636,0.059195
0.045530,0.002520
-0.096022,-0.054152
-0.114855,-0.073561
0.022345,-0.051294
0.198003,-0.002253
0.260493,0.035575
0.148501,0.038105
-0.022976,0.026981
-0.053762,0.025418
0.098415,0.008870
0.238411,-0.039674
0.185286,-0.077553
0.016969,-0.044197
-0.036406,-0.043859
0.043629,-0.040210
0.098462,-0.010533
0.012513,0.031411
-0.118198,0.063191
-0.143683,0.096119
-0.071084,0.122222
-0.019833,0.105256
-0.044463,0.052983
-0.085075,0.002292
-0.069591,-0.039494
0.016443,-0.058334
0.121943,-0.026229
0.143380,0.028373
0.037000,0.047927
-0.095216,0.033915
-0.130396,0.026651
-0.069451,0.028509
-0.001326,0.011114
0.009158,-0.022746
-0.024518,-0.042192
-0.031494,-0.036579
0.039796,-0.015670
0.135539,0.013824
0.129785,0.042728
-0.000065,0.059112
-0.117529,0.063887
-0.110515,0.064580
-0.027679,0.054130
0.006140,0.017277
-0.050274,-0.038496
-0.120602,-0.085038
-0.121046,-0.102565
-0.037937,-0.086861
0.105771,-0.059879
0.182902,-0.023936
0.141934,-0.003260
0.014048,-0.001839
-0.124473,0.002094
-0.214410,0.026942
-0.209940,0.035005
-0.103479,-0.003995
0.019169,-0.037939
0.046138,-0.012550
0.000088,0.032750
0.003553,0.033963
0.047797,0.008382
-0.001990,0.013023
-0.136649,0.063181
-0.182498,0.133748
-0.082400,0.176749
0.014756,0.147852
-0.019290,0.061590
-0.126948,-0.030875
-0.182015,-0.052819
-0.091440,-0.094477
0.025425,-0.070143
0.074578,0.000638
0.034018,0.065546
-0.042581,0.098437
-0.071370,0.103174
-0.016905,0.087519
0.072448,0.050003
0.110847,0.000699
0.059799,-0.030092
-0.020040,-0.026434
-0.042535,-0.006661
-0.020986,0.001551
-0.047020,0.001766
-0.118846,-0.073278
-0.159544,-0.005525
-0.093025,0.057756
0.027484,0.062175
0.111459,-0.010886
0.124117,0.059475
0.066304,0.004250
-0.008415,-0.011946
-0.037002,-0.014440
-0.016038,-0.006033
-0.044464,-0.092800
-0.061611,-0.031299
-0.069981,0.020587
-0.028901,0.031303
0.051056,0.007842
0.134176,0.084293
0.105421,0.047378
-0.009930,0.006065
-0.097231,-0.028892
-0.058392,-0.032171
0.060133,0.007619
0.097685,0.064400
-0.013234,0.103148
-0.146316,0.115300
-0.158813,0.119502
-0.036478,0.124622
0.131126,0.109800
0.206068,0.069216
0.120816,0.031120
-0.024021,0.011548
-0.076110,-0.001402
-0.024826,-0.011134
0.005716,0.005841
-0.052200,0.051387
-0.126373,0.078456
-0.126378,0.049578
-0.040319,0.042265
0.059935,0.039969
0.080232,0.010274
-0.000737,-0.035477
-0.099111,-0.057031
-0.114002,-0.032605
-0.044215,0.039517
0.016052,0.127794
-0.004569,0.176155
-0.070448,0.108900
-0.052892,0.080649
0.041647,0.050151
0.088854,0.008915
0.016089,-0.045390
-0.093698,-0.094325
-0.127276,-0.117626
-0.075957,-0.101982
-0.014361,-0.047654
-0.005240,0.016063
-0.042657,0.072653
-0.072212,0.050742
-0.026195,0.017282
0.058050,-0.004342
0.064839,-0.023026
-0.024483,-0.040657
-0.094597,-0.042450
-0.047809,-0.011813
0.086658,0.052658
0.173963,0.114710
0.114672,0.024131
-0.034462,0.001940
-0.099937,-0.009536
-0.030834,0.005353
0.073136,0.012079
0.078884,0.133862
0.004178,0.076273
-0.076810,0.004152
-0.080368,-0.042215
0.013015,-0.039998
0.139985,0.001787
0.164215,0.067066
0.030760,0.139080
-0.116996,0.191410
-0.096078,0.188052
0.088116,0.117915
0.242255,0.036676
0.215796,0.002023
0.053285,-0.015520
-0.118945,-0.075934
-0.226629,-0.176619
-0.241061,-0.253099
-0.166543,-0.247059
-0.060755,-0.175515
0.000163,-0.088043
-0.011672,0.010646
-0.049620,0.106629
-0.036646,0.143322
0.032732,0.102541
0.082785,0.022970
0.093012,-0.027956
0.023914,-0.047048
-0.041058,-0.025126
-0.040615,-0.001528
0.013189,0.013930
0.025983,-0.118440
0.019464,-0.026183
0.004234,0.048916
